geneID,symbol
305164,Wdfy3
305198,Prdm8
305203,Paqr3
305227,Septin11
305230,Shroom3
305234,Stbd1
305236,Cxcl11
305240,G3bp2
305242,Cdkl2
305246,Ppef2
305248,Mthfd2l
305251,Rassf6
305253,Adamts3
305256,Grsf1
305265,Tmprss11e
305268,Uba6
305269,Stap1
305270,Cenpc
305288,Cep135
305291,Srd5a3
305302,Rasl11b
305310,Slain2
305311,Txk
305332,Limch1
305338,Apbb2
305340,Rbm47
305341,Rhoh
305342,N4bp2
305343,Pds5a
305348,Lias
305349,Wdr19
305351,Klhl5
305353,Tlr6
305354,Tlr1
305355,Tlr10
305367,Arap2
305373,Hmgb3
305375,Ube2i-ps1
305391,Med28
305392,Ncapg
305408,Adgra3
305417,Lgi2
305419,Pi4k2b
305420,Anapc4
305423,C1qtnf7
305424,Fbxl5
305427,Otop1
305434,Jakmip1
305438,Sorcs2
305441,Sh3tc1
305448,Dok7
305449,Mfsd10
305450,Sh3bp2
305451,Tnip2
305455,Nelfa
305457,Letm1
305458,Tmem129
305464,Depdc5
305467,Sfi1
305468,Eif4enif1
305470,Drg1
305471,Patz1
305472,Pik3ip1
305475,Osbp2
305477,Dusp18
305479,Sf3a1
305482,Mtmr3
305494,Aebp1
305497,Cobl
305501,Ikzf1
305502,Tmed4
305505,Ccm2
305506,Eif6
305509,Adcy1
305539,Spred2
305540,Slc1a4
305549,Peli1
305552,Wdpcp
305571,B3gnt2
305581,Pex13
305584,Rel
305586,Papolg
305589,Bcl11a
305600,Fancl
305604,Efemp1
305605,Ccdc88a
305614,Sptbn1
305623,Tmem175
305624,Pcgf3
305633,Antxr2
305645,Dlg5
305675,Synpo2l
305679,Vcl
305684,Samd8
305711,Or2t1
305714,Thoc7
305719,Fezf2
305792,Kctd6
305795,Abhd6
305806,Glrx-ps4
305811,Rcor2
305812,Gpr137c
305816,Ddhd1
305827,Wdhd1
305828,Socs4
305831,Atg14
305835,Peli2
305837,Ttc5
305840,Rnase10
305842,Rnase6
305843,Ang
305844,Rnase1l2
305846,Slc39a2
305848,Zfp219
305850,Rpgrip1
305851,Supt16h
305853,Rab2b
305854,Sall2
305858,Otx2
305861,Ap5m1
305880,Lrp10
305882,Haus4
305884,Acin1
305886,Slc22a17
305887,Ngdn
305895,Dcaf11
305896,Irf9
305897,Nfatc4
305908,Rnf17
305909,Cpap
305910,Pspc1
305918,Ift88
305922,Lats2
305923,Zdhhc20
305935,Mtmr6
305938,Spata13
305940,Sacs
305941,Sgcg
305947,Kcnrg
305955,Zc3h13
305956,Wdfy2
305957,Neil2
305963,Pinx1
305967,Kif13b
305968,Hmbox1
305972,Zfp395
305974,Scara5
305984,Cdca2
305987,Dock5
305999,Nkx3-1
306000,Slc25a37
306007,Ccar2
306009,Slc39a14
306011,Piwil2
306012,Polr3d
306013,Lgi3
306014,Reep4
306030,Med4
306066,Tdrd3
306071,Lcp1
306091,Pcdh9
306096,Dach1
306102,Bora
306103,Dis3
306104,Pibf1
306110,Klf12
306117,Tbc1d4
306127,Acod1
306128,Cln5
306129,Fbxl3
306137,Rbm26
306141,Spry2
306147,Slitrk1
306152,Slitrk5
306157,Gpc5
306168,Sox21
306182,Ipo5
306183,Farp1
306203,Pxk
306204,Flnb
306222,Lsm5
306226,Dux4
306229,Dennd6a
306231,Pde12
306243,Cacna2d3
306247,Il17rb
306251,Itih1
306252,Nek4
306254,Pbrm1
306255,Nisch
306257,Bap1
306260,Capn7
306261,Eaf1
306274,Ercc6
306279,Arhgap22
306281,Ptpn20
306288,Mmrn2
306322,Entr1
306324,Tspan14
306327,Tmem38a
306328,Med26
306330,Klf2
306332,Ap1m1
306338,Abhd8
306340,Ano8
306342,Nxnl1
306344,Arrdc2
306347,Ell
306351,Gdf1
306352,Armc6
306353,Rfxank
306356,Cilp2
306375,Csgalnact1
306376,Sh2d4a
306380,Psd3
306387,Naf1
306400,Arhgap35
306404,Spock3
306417,Sh3rf1
306436,Fbxo8
306439,Gpm6a
306441,Spata4
306451,Tenm3
306454,Cldn22
306455,Cdkn2aip
306460,Enpp6
306471,Snx25
306487,Mtus1
306490,Mtmr7
306492,Cnot7
306505,Lonrf1
306506,Prag1
306508,Mfhas1
306515,Mboat4
306516,Gtf2e2
306526,Mak16
306527,Dusp26
306534,Unc5d
306542,Brf2
306547,Thap1
306548,Hook3
306549,Pomk
306562,Tacc1
306564,Htra4
306570,Ank1
306571,Kat6a
306574,Slc25a15
306575,Ckap2
306576,Nek3
306582,Agpat5
306586,Amt
306587,Tcta
306594,Mcph1
306599,Tubgcp3
306600,Atp11a
306608,Proz
306616,Myom2
306618,Arhgef10
306619,Cln8
306626,Ing1
306628,Col4a2
306630,Abhd13
306636,Efnb2
306647,Champ1
306655,Irx4
306657,Irx2
306659,Irx1
306665,Ice1
306672,Tent4a
306722,Dapk1
306748,Cxcl14
306750,Fbxl21
306759,Spock1
306760,Dok3
306761,F12
306764,Nsd1
306765,Zfp346
306767,Arl10
306771,Tspan17
306782,Ror2
306790,Sema4d
306792,S1pr3
306804,Iars1
306805,Aspn
306808,Ippk
306809,Bicd2
306811,Wnk2
306814,Phf2
306817,Dek
306819,Kdm1b
306825,Mylip
306840,Sirt5
306844,Phactr1
306860,Gcnt2
306862,Tfap2a
306868,Bloc1s5
306871,Dsp
306873,Rreb1
306886,Ripk1
306929,Prl7a4
306934,Ripor2
306941,Carmil1
306942,Scgn
306945,Hist1h2bq
306956,Btn1a1
306957,Btn2a2
306960,Abt1
306962,Hist1h2ac
306969,H2bc8
306977,Zkscan3
306991,Vps41
306994,Yae1
306998,Cdk13
307016,Arhgap12
307029,Wac
307035,Mpp7
307036,Odad2
307039,Rab18
307050,Mtpap
307092,Akr1c1
307096,Akr1c19
307098,Net1
307102,Ankrd16
307126,Mcm10
307128,Frmd4a
307133,Hspa14
307151,Bmi1
307169,Mastl
307171,Apbb1ip
307178,Arhgap21
307180,Txndc15
307189,Nebl
307199,Cd226
307200,Socs6
307206,Neto1
307210,Timm21
307212,Cndp1
307231,RGD1560225
307237,Pard6g
307251,Ark2c
307253,Katnal2
307270,Me2
307271,Mex3c
307288,Gramd2b
307296,Zfp608
307302,Cep120
307305,Prdm6
307309,Sncaip
307347,Cep192
307348,Spire1
307350,Afg3l2
307351,Tubb6
307366,Malt1
307376,Onecut2
307380,Piezo2
307382,Napg
307393,Sh3tc2
307395,Ablim3
307401,Pde6a
307403,Csf1r
307404,Arsi
307410,Rbm22
307415,RGD1309362
307428,Tnfaip8
307446,Ythdc2
307449,Mcc
307459,Arhgap26
307472,Sh3rf2
307474,Tcerg1
307475,Gpr151
307479,Jakmip2
307480,Dele1
307482,Fchsd1
307483,Diaph1
307485,Taf7
307486,Pcdhb22
307487,Pcdhb21
307491,Hars2
307492,Hars1
307500,Psd2
307503,Etf1
307505,Ctnna1
307511,Cdc25c
307524,Wdr33
307527,Sap130
307540,Celf4
307545,Elp2
307548,Dtna
307562,Dsg2
307563,Dsc3
307579,Zfp521
307582,Lama3
307585,Cables1
307594,Mib1
307604,Elac1
307614,Cdh16
307615,Terb1
307616,Cmtm2a
307618,Cdh5
307641,Csnk2a2
307642,Cfap20
307644,Kifc3
307649,Ciapin1
307660,Ces5a
307667,Hmgxb4
307715,Irx6
307721,Irx3
307724,Rpgrip1l
307740,Sall1
307742,Snx20
307745,Tent4b
307757,Neto2
307759,Gpt2
307764,Usp38
307766,Smarca5
307767,Frem3
307774,Otud4
307779,Rbmxl1
307796,Plekhg4
307797,Carmil2
307798,Acd
307799,Pard6a
307801,Gfod2
307805,Cenpt
307810,Esrp2
307811,Slc7a6
307820,Nfat5
307821,Psmd7
307829,Zfhx3
307833,Ist1
307838,Chst4
307842,Vac14
307845,Mtss2
307850,Exosc6
307852,Pdpr
307861,Terf2ip
307868,Mon1b
307893,Gan
307900,Kcng4
307901,Meak7
307905,Usp10
307913,Gse1
307916,Jph3
307919,Snai3
307924,Zfp276
307925,Spire2
307926,Ccsap
307927,Taf5l1
307938,Trim67
307940,Disc1
307947,Setsip
307948,Map10
307973,Def8
307982,Nrap
307988,Vwa2
307989,Ablim1
307992,Atrnl1
308000,Pdzd8
308003,Rab11fip2
308009,Dennd10
308015,Clca1
308016,Clca2
308021,Syde2
308022,Mcoln3
308023,Ssx2ip
308028,Slc2a12
308051,Rnf146
308056,Leg1
308061,Pdcd6
308064,Cep72
308067,Brd9
308068,Nkd2
308069,Slc12a7
308097,Tagap
308099,Fndc1
308100,Acat2
308106,Map3k4
308107,Kptn
308108,Zfp541
308113,Cnksr3
308118,Rgs17
308134,Tmem35a
308140,Tfb1m
308163,Ccr6
308173,Kif13a
308190,Cyp26c1
308201,Riok2
308212,Dact2
308215,Chd1
308218,Fam120b
308265,Lats1
308266,Zc3h12d
308267,Tab2
308282,Shprh
308283,Fbxo30
308291,Phactr2
308306,Eif5b
308309,Mboat7
308311,Cnot3
308325,Nlrp5
308326,Zfp667
308335,U2af2
308336,Zfp580
308337,Zfp865
308345,Kmt5c
308346,Tmem150b
308350,Lilrb3
308362,Zfp110
308381,Zswim9
308384,Sae1
308387,Npas1
308390,Fkrp
308392,Strn4
308398,Ppp1r37
308404,Irf2bp1
308405,Dmpk
308406,Six5
308408,Gpr4
308410,Rtn2
308415,Ercc2
308416,Tomm40
308417,Nectin2
308431,Phldb3
308435,Cic
308436,Cxcl17
308441,Exosc5
308443,B9d2
308444,Axl
308451,Itpkc
308453,Coq8b
308457,Egln2
308458,Sptbn4
308463,Map3k10
308468,Dyrk1b
308472,Supt5h
308473,Samd4b
308478,Spred3
308490,Ddx18
308492,Wdr62
308493,Clip3
308495,Lrfn3
308496,Nfkbid
308501,Cd22
308508,Uba2
308509,Garre1
308511,Chst8
308518,Nudt19
308523,Tshz3
308537,Uri1
308543,Plekhf1
308562,Klk14
308564,Klk12
308565,Klk8
308569,Acp4
308571,Lrrc4b
308572,Myh14
308576,Pnkp
308577,Fuz
308578,Ap2a1
308579,Cpt1c
308581,Kash5
308582,Tead2
308584,Plekha4
308586,Sec1
308588,Car11
308589,Sphk2
308592,Grwd1
308593,Tmem143
308594,Odad1
308596,Ush1c
308598,Hps5
308607,E2f8
308632,Hebp2
308637,Ano5
308650,Hnrnph2
308652,Smox
308663,Tubgcp5
308666,Cyfip1
308667,Nipa2
308668,Nipa1
308669,Herc2
308670,Dnmt3a-ps3
308690,Ndn
308692,Peg12
308701,Tars3
308703,Lrrk1
308708,Ttc23
308709,Synm
308716,Il20ra
308717,Slc35d3
308718,Pex7
308724,Agbl1
308739,Rgma
308742,Mctp2
308755,Blm
308757,Man2a2
308759,Unc45a
308761,Prc1
308766,Mesp1
308773,Hapln3
308775,Det1
308776,Pde8a
308777,Ap3b2
308789,Efl1
308790,Mex3b
308796,Mesd
308797,Cemip
308800,Tyr
308810,Ccdc81
308831,Tenm4
308834,Usp35
308837,Ints4
308839,Rsf1
308843,Tsku
308845,Thap12
308846,Uvrag
308857,Dnajb13
308864,Fchsd2
308865,Atg16l2
308868,Lrtomt
308869,Lamtor1
308870,Numa1
308873,Art1
308875,Rhog
308890,Btbd10
308894,Rassf10
308896,Usp47
308899,Irag1
308900,Rnf141
308901,Trim21
308906,Trim5
308909,Smpd1
308911,Rrp8
308912,Dchs1
308913,Egln1
308918,Ppfibp2
308923,Ahi1
308937,Wee1
308939,Ipo7
308942,Dennd5a
308944,Dennd2b
308950,Hspd1-ps5
308961,Dctn5
308965,Chp2
308968,Rbbp6
308971,Tnrc6a
308976,Kdm8
308977,Il21r
308983,Nfatc2ip
308988,Sez6l2
308993,Sephs2
308995,Itgal
308999,Fbxl19
309000,Orai3
309001,Setd1a
309004,Vkorc1
309008,Inpp5f
309009,Mcmbp
309010,Sec23ip
309014,Plpp4
309016,Wdr11
309025,Tacc2
309029,C1h10orf88
309031,Ikzf5
309053,Relch
309060,Fam53b
309069,Edrf1
309070,Uros
309071,Fank1
309081,Dock1
309095,Nkx6-2
309097,Adgra1
309098,Tubgcp2
309100,Scgb1c1
309104,Ifitm6
309106,Sigirr
309108,Lmntd2
309109,Tmem80
309111,Slc25a22
309112,Cracr2b
309114,Muc5b
309122,H19
309126,Tnpo1
309129,Fcho2
309131,Slc22a18
309133,Mrgprg
309135,Ano1
309136,Lto1
309139,Tpcn2
309140,Mrpl21
309144,Ppp6r3
309147,Aldh3b1
309150,Carns1
309153,Rce1
309156,Bbs1
309157,Peli3
309159,Klc2
309161,Ccdc85b
309164,Ovol1
309165,Rela
309168,Map3k11
309170,Fam89b
309175,Cdc42ep2
309176,Mrpl49
309178,Batf2
309179,Ppp2r5b
309186,Fermt3
309187,Atl3
309194,Taf6l
309197,Hnrnpul2
309200,Ints5
309201,Rom1
309203,Scgb1d2
309207,Dagla
309212,Ptgdr2
309217,Ms4a1
309242,Gna14
309243,Vps13a
309252,Otud7a
309255,Mtmr10
309259,Nsmce3
309262,Nsdhl
309275,Trex2
309280,Plxna3
309288,Rorb
309295,Ikbkg
309301,Rcl1
309304,Pdcd1lg2
309306,Ric1
309312,Gldc
309331,Uhrf2
309338,Cstf2t
309349,Slitrk2
309358,Amd1-ps2
309361,Chuk
309362,Dnmbp
309368,Lama2
309374,Ankrd2
309376,Zfyve27
309377,Sfrp5
309378,Golga7b
309380,Loxl4
309387,Cnnm1
309391,Cox15
309399,Abhd17b
309400,Cemip2
309407,Trpm3
309410,Mamdc2
309419,Pip5k1b
309420,Pabir1
309429,Kank1
309430,Dmrt2
309433,Sec31b
309434,Hif1an
309440,Mrpl43
309441,Twnk
309444,Fbxw4
309446,Hps6
309447,Ldb1
309449,Elovl3
309451,Gbf1
309452,Nfkb2
309453,Fbxl15
309457,Pcgf6
309458,Pdcd11
309459,Neurl1
309460,Sh3pxd2a
309465,Gsto2
309475,Tm9sf3
309486,Tctn3
309499,Myof
309510,Cpeb3
309512,Tnks2
309513,Ppp1r3c
309514,Hectd2
309523,Kif20b
309525,Slc16a12
309526,Ifit3
309527,Ch25h
309532,Atad1
309533,Sorcs1
309544,Rbm20
309548,Shoc2
309550,L3mbtl3
309557,Epb41l2
309565,Med23
309570,Slc18b1
309584,RT1-M4
309586,Trim26
309591,Trim39
309593,Gnl1
309595,Mdc1
309600,RT1-CE12
309603,RT1-CE1
309607,RT1-CE5
309620,Btnl2
309621,RT1-Ba
309622,RT1-Bb
309626,Ring1
309627,RT1-A3
309628,Wdr46
309629,Pfdn6
309637,Bltp3a
309638,Taf11
309639,Anks1a
309641,Tcp11
309642,Def6
309643,Fance
309646,Slc26a8
309647,Brpf3
309650,Cpne5
309651,Ppil1
309653,Fgd2
309656,Cmtr1
309659,Mdga1
309665,Tmprss3
309666,Ubash3a
309673,Rrp1b
309674,Rrp1
309678,Trappc10
309680,Dnmt3l
309681,Cfap410
309684,Itgb2
309686,Pofut2
309692,Pcnt
309696,Bcr
309722,Rhobtb1
309728,Arid5b
309729,Rtkn2
309757,Sirt1
309760,Mypn
309762,Dna2
309767,Rsph4a
309772,Vgll2
309774,Gopc
309798,Gcc2
309804,Cdk19
309812,Rev3l
309816,Lama4
309837,Adamts14
309855,Fig4
309858,Sec63
309860,Sobp
309871,Prdm1
309887,Ascc3
309888,Sim1
309900,Tulp1
309902,Tet1
309911,Qrsl1
309918,Ell2
309922,Rhobtb3
309928,Mctp1
309945,Arrdc3
309957,Mef2a
309962,Pde8b
309969,Ap3b1
309986,Zcchc9
309995,Xrcc4
310005,Aggf1
310019,Utp15
310025,Ptcd2
310034,Rad17
310056,Ipo11
310071,Ercc8
310086,Mier3
310090,Ddx4
310091,Slc38a9
310097,Snx18
310131,Rictor
310132,Osmr
310137,Cplane1
310152,Slc45a2
310155,Mtmr12
310159,Drosha
310178,Myo10
310192,Trio
310194,Kat8
310207,Sema5a
310218,Car1
310233,Zfp704
310258,Phc3
310261,Eif5a2
310288,Hps3
310303,Kcnmb3
310306,Usp13
310315,Ccdc39
310326,Arsl
310327,Qrfpr
310341,Fat4
310344,Plk4
310352,Jade1
310358,Plcxd3
310363,Fbxo4
310376,Nim1k
310378,Nnt
310392,Slc7a11
310395,Noct
310399,Naa15
310405,Maml3
310411,Cog6
310418,Frem2
310444,P2ry13
310460,Arhgef26
310461,Dhx36
310463,Plch1
310467,Tiparp
310483,Mlf1
310486,Rarres1
310506,Ppm1l
310508,B3galnt1
310512,Nmd3
310519,Slitrk3
310533,Rapgef2
310538,Fnip2
310544,Map9
310548,Rbm46
310550,Dchs2
310552,Sfrp2
310553,Tlr2
310575,Sprr3
310586,Flg2
310588,Tchh
310611,Pglyrp4
310612,Ilf2
310614,Gatad2b
310615,Crtc2
310616,Creb3l4
310621,Iqgap3
310625,Rhbg
310626,Tmem79
310630,Sema4a
310632,Rab25
310633,Ubqln4
310635,Arhgef2
310638,Ash1l
310640,Entrep3
310641,Trim46
310643,Efna4
310645,Pmvk
310653,Mrpl9
310655,Cgn
310658,Pogz
310659,Rfx5
310661,Vps72
310662,Scnm1
310663,Tnfaip8l2
310664,Prune1
310665,Mindy1
310667,Cers2
310669,Golph3l
310670,Adamtsl4
310674,Plekho1
310677,Otud7b
310678,Hist2h3c2
310681,Hjv
310682,Pex11b
310683,Itga10
310685,Polr3c
310688,Sh2d2a
310693,Cd5l
310694,Fcrl2
310695,Kirrel1
310698,Dclk2
310704,Bcl9
310710,Sec22b
310720,Wdr3
310721,Tent5c
310738,Ngf
310743,Olfml3
310745,Dclre1b
310746,Ap4b1
310753,Lrig2
310756,Mov10
310760,Cttnbp2nl
310764,Inka2
310769,Wdr77
310772,Dennd2d
310773,Cept1
310775,Lrif1
310780,Gpr61
310782,Mybphl
310784,Taf13
310785,Wdr47
310791,Slc25a24
310801,Slc30a7
310803,Extl2
310806,Cdc14a
310807,Sass6
310808,Slc35a3
310810,Frrs1
310812,Plppr5
310820,Ptbp2
310833,Arhgap29
310836,Abca4
310838,Bcar3
310839,Fnbp1l
310843,Sec24d
310849,Sgms2
310856,Ppa2
310859,Tet2
310864,Manba
310877,Tifa
310879,Alpk1
310900,Mttp
310903,Adh6
310909,Rap1gds1
310914,Bmpr1b
310917,Gbp4
310958,Zzz3
310960,Usp33
310968,Ifi44l
310982,Ttll7
310999,Plekhg5
311013,Arsj
311021,Nmi
311024,Kif5c
311026,Mbd5
311029,Neb
311039,Galnt13
311047,Cytip
311055,Tanc1
311059,Marchf7
311061,Itgb6
311071,Zeb2
311078,Psmd14
311093,Csrnp3
311098,Xirp2
311111,Nostrin
311112,Fastkd1
311115,Ubr3
311118,Tlk1
311123,Ift70a2
311129,Osbpl6
311130,Prkra
311134,Ccdc141
311144,Itga4
311151,Dusp19
311163,Ctnnd1
311165,Med19
311166,Clp1
311167,Smtnl1
311168,Slc43a1
311169,Rtn4rl2
311171,Lrrc55
311182,Nup160
311187,Pacsin3
311191,Ckap5
311193,Arhgap1
311202,Large2
311203,Pex16
311204,Slc35c1
311215,Ext2
311218,Accs
311224,Ttc17
311236,Lrrc4c
311245,Traf6
311254,Pdhx
311257,Nat10
311287,Ano3
311299,Aven
311311,Meis2
311325,Knstrn
311327,Knl1
311328,Rmdn3
311329,Dnajc17
311331,Spint1
311332,Dll4
311334,Exd1
311337,Ltk
311341,Pla2g4b
311348,Cdan1
311349,Ttbk2
311355,Ppip5k1
311358,Serinc4
311359,Hypk
311361,Wdr76
311368,Ctdspl2
311372,Spg11
311373,Trim69
311374,Duoxa1
311384,Sema6d
311387,Slc24a5
311391,Cep152
311396,Atp8b4
311399,Usp50
311401,Sppl2a
311403,Mtfr1
311404,Ap4e1
311405,Tmem127
311406,Dusp2
311412,Anapc1
311414,Zc3h8
311419,Stk35
311422,Itpa
311423,Slc4a11
311425,Adam33
311427,Hspa12b
311430,Mavs
311437,Rassf2
311441,Trmt6
311446,Hao1
311450,Pak5
311456,Mkks
311478,Kif16b
311483,Rrbp1
311487,Polr3f
311494,Rin2
311505,Pax1
311530,Nanp
311532,Sdcbp2
311536,Slc52a3
311545,Hm13
311546,Tpx2
311548,Ttll9
311550,Ccm2l
311551,Pofut1
311553,Asxl1
311558,Bpifb6
311559,Bpifa5
311562,Necab3
311567,Itch
311569,Acss2
311570,Myh7b
311573,Cep250
311575,Phf20
311580,Samhd1
311591,Rprd1b
311598,Fam83d
311604,Zhx3
311607,Chd6
311613,L3mbtl1
311617,Fitm2
311621,Tomm34
311622,Stk4
311631,Zswim1
311633,Neurl2
311637,Slc35c2
311639,Ocstamp
311642,Sulf2
311647,Prex1
311651,Slc9a8
311655,Mocs3
311658,Nfatc2
311661,Zfp64
311670,Cstf1
311676,Pmepa1
311693,Cdh26
311723,Sox18
311730,Gpr155
311743,Map3k20
311764,Zfp217
311783,Il36rn
311785,Psd4
311786,Traf2
311791,Zmynd19
311793,Noxa1
311796,Nelfb
311799,Ndor1
311802,Ssna1
311803,Lrrc26
311821,Agpat2
311832,Gfi1b
311833,Ak8
311836,Ntng2
311839,Slc27a4
311840,Urm1
311842,Zer1
311844,Kyat1
311846,Lrrc8a
311848,Sh3glb2
311849,Crat
311854,Tor1b
311856,Usp20
311857,Gpr107
311860,Abl1
311861,Fibcd1
311862,Lamc3
311864,Uck1
311865,Ptges2
311866,Lrsam1
311876,Pbx3
311880,Gapvd1
311881,Fbxw2
311886,Cntrl
311901,Lhx6
311903,Mrrf
311909,Rc3h2
311911,Rabgap1
311913,Dennd1a
311919,Golga1
311926,Lrp1b
311944,Paxip1
311952,Galnt11
311968,Kmt2e
312052,Steap2
312077,Golga3
312083,Vps50
312086,Pon3
312102,Vsig4
312108,Ophn1
312115,Col28a1
312132,Tmem106b
312154,Ing3
312159,Fam3c
312166,Cadps2
312182,Rbm28
312192,Ahcyl2
312195,Nrf1
312203,Klf14
312213,Plxna4
312225,Wdr91
312227,Cnot4
312246,Kiaa1549
312248,Ubn2
312251,Luc7l2
312255,Slc37a3
312257,Dennd2a
312273,Prss3bl1
312275,Ephb6
312279,Epha1
312299,Ezh2
312303,Zfp746
312312,Gimap1
312316,Doxl1
312317,Doxl2
312320,Igf2bp3
312371,Avl9
312372,Kbtbd2
312373,Nt5c3a
312382,Abcg2
312401,Ndnf
312439,Rmnd5a
312440,Kdm3a
312444,Immt
312451,Tcf7l1
312477,Dok1
312478,Loxl3
312480,Pcgf1
312488,Atp6v1b1
312490,Paip2b
312492,Dysf
312495,Cyp26b1
312502,Rab11fip5
312504,Fbxo41
312510,Tia1
312516,Gmcl1
312538,Mcm2
312559,Chchd4
312560,Xpc
312562,Rbsn
312563,Prickle2
312566,Adamts9
312574,Lrig1
312603,Rybp
312607,Pdzrn3
312634,Mtmr14
312640,Emc3
312641,Fancd2
312647,Atg7
312649,Tsen2
312651,Ift122
312652,Plxnd1
312654,Tmcc1
312656,Marchf8
312664,Rasgef1a
312667,Ankrd26
312670,Adipor2
312675,Fbxl14
312678,Kdm5a
312679,Il17ra
312682,Bcl2l13
312688,Usp18
312689,M6pr
312690,Phc1
312694,Necap1
312701,Cd163
312703,Pex5
312705,C1r
312707,Lrrc23
312709,Mlf2
312710,Cops7a
312720,Akap3
312728,Tspan9
312754,Ppp2r5a
312777,Etv6
312781,Lrp6
312787,Gpr19
312793,Gsg1
312800,Atf7ip
312812,Eps8
312824,Recql
312828,Etnk1
312846,Rassf8
312849,Med21
312863,Ccdc91
312890,Gdap1
312896,Trpa1
312897,Msc
312903,Tram1
312907,Slco5a1
312912,Prex2
312915,Arfgef1
312916,Cops5
312927,Rb1cc1
312936,Sox17
312937,Cyld
312947,Tgs1
312965,Ubxn2b
312974,Chd7
312981,Asph
313017,Sfn
313018,Kdf1
313024,Wasf2
313027,Eya3
313030,Ppp1r8
313033,Xkr8
313038,Phc2
313045,Trim62
313048,Rbbp4
313050,Lck
313052,Epb41
313053,Ythdf2
313056,Snrnp40
313057,Serinc2
313058,Adgrb2
313060,Spocd1
313061,Virma
313063,Rad54b
313067,Tmem67
313087,Cpne3
313098,Usp45
313101,Fbxl4
313108,Mms22l
313115,Ufl1
313121,Map3k7
313125,Bach2
313126,Gja10
313128,Casp8ap2
313130,Pm20d2
313131,Rngtt
313138,Orc3
313155,RGD1359108
313156,Lingo2
313166,Nfx1
313167,Nol6
313170,Kif24
313173,Cntfr
313183,Actl7b
313196,Ecpas
313200,Hsdl2
313210,Abca1
313216,Rnf20
313225,Cavin4
313228,Invs
313231,Alg2
313234,Tbc1d2
313235,Coro2a
313236,Trim14
313242,Dcaf10
313243,Exosc3
313244,Frmpd1
313245,Polr1e
313254,Kif12
313255,Whrn
313262,Pappa
313264,Trim32
313278,Ptprd
313304,Stag2
313308,Thoc2
313323,Psip1
313325,Lad1
313339,Acer2
313340,Dennd4c
313341,Pigo
313348,Klhl9
313352,Dmrta1
313365,Ift74
313370,Hook1
313375,Cyp2j3
313385,Kank4
313387,Usp1
313388,Dock7
313391,Atg4c
313409,Dnajc6
313413,Sgip1
313417,Dnai4
313418,Mier1
313421,C8b
313430,Fam151a
313436,Zcchc12
313438,Dock11
313445,Klhl13
313449,Upf3b
313450,Rnf113a1
313471,Dmrta2
313474,Eps15
313477,Zfyve9
313478,Cc2d1b
313479,Orc1
313481,Tut4
313484,Dmrtb1
313488,Reck
313490,Tmem8b
313491,Hint2
313493,Rgp1
313494,Tln1
313495,Car9
313504,Foxd2
313506,Stil
313507,Tal1
313512,Dmbx1
313520,Mmachc
313525,Hectd3
313539,Kdm4a
313554,Foxj3
313557,Hivep3
313558,Foxo6
313560,Ctps1
313564,Zmpste24
313574,Nt5c1a
313575,Heyl
313583,Sf3a3
313587,Zc3h12a
313588,Snip1
313589,Rspo1
313591,Thrap3
313592,Col8a2
313593,Ago3
313594,Ago1
313598,Zmym4
313609,Pdik1l
313611,Pafah2
313615,Paqr7
313618,Maco1
313620,Srrm1
313625,Myom3
313633,Ephb2
313641,Hspg2
313644,Rap1gap
313647,Hp1bp3
313648,Ddost
313658,Ubr4
313662,Mfap2
313663,Crocc
313666,Zbtb17
313667,Plekhm2
313668,Ddi2
313678,Prdm2
313681,Lrrc38
313702,Mad2l2
313706,Ubiad1
313707,Exosc10
313713,Casz1
313717,Clstn1
313722,Spsb1
313729,Errfi1
313743,Klhl21
313749,Nphp4
313755,Mmel1
313756,Plch2
313757,Ski
313765,Slc35e2b
313772,Acap3
313776,Perm1
313777,Noc2l
313782,Fbxl12
313783,Olfm2
313785,Icam5
313786,Fdx2
313790,Lacc1
313806,Rnf19b
313811,Dnajb5
313819,Mast2
313825,Vps13d
313831,Vit
313834,Prkd3
313837,Qpct
313840,Rmdn2
313845,Sos1
313861,Eml4
313867,Lrpprc
313873,Fam98a
313874,Rasgrp3
313876,Birc6
313891,Pcare
313905,Supt7l
313914,Gtf3c2
313922,Asxl2
313928,Efr3b
313929,Ncoa1
313934,Itsn2
313954,Matn3
313961,Smc6
313974,Trib2
313977,Lpin1
313978,E2f6
313993,Grhl1
313994,Klf11
314004,Cmpk2
314013,Trappc12
314028,Cbll1
314030,Cog5
314061,Uvssa
314075,Pnpla8
314111,Klhl15
314126,Baz1a
314148,Clec14a
314154,Cyp51a1-ps1
314164,Lrfn5
314172,Fancm
314180,Mdga2
314196,L2hgdh
314198,Cdkl1
314205,Arid4a
314212,Daam1
314213,Gpr135
314221,Six6
314224,Tmem30b
314228,Snapc1
314251,Sptb
314259,Pals1
314260,Plek2
314264,Rdh12
314265,Zfyve26
314273,Dcaf5
314275,Slc39a9
314280,Smoc1
314297,Papln
314304,Acot3
314311,Fam161b
314312,Entpd5
314319,Prox2
314320,Mlh3
314322,Fos
314329,Irf2bpl
314330,Cipc
314332,Tmem63c
314336,Ddx41
314349,Ston2
314352,Sel1l
314360,Galc
314380,Tdp1
314384,Rps6ka5
314386,Gpr68
314388,Ppp4r3a
314393,Trip11
314396,Slc24a4
314397,Rin3
314399,Ubr7
314405,Otub2
