geneID,symbol
25658,Gckr
25659,Khk
25660,Cd28
25661,Fn1
25662,Igfbp2
25663,Il1r1
25664,Pparg
25665,Scn5a
25666,Dgkg
25667,Bmp3
25668,Cd38
25669,Cpe
25670,Il15
25671,Smad1
25672,Nr3c2
25673,Anxa5
25674,Glra1
25675,Hmgcr
25676,Rasa1
25677,Mak
25678,Ddr1
25679,Itpr3
25680,Clps
25681,Col10a1
25682,Ppard
25683,Col12a1
25684,Mep1a
25685,Igfbp1
25686,Gnai1
25687,Cald1
25688,Clcn1
25689,Htr5a
25690,Ahr
25692,Plat
25693,Slc18a1
25694,Has2
25695,Cebpd
25696,Vldlr
25697,Ctsl
25698,Ass1
25699,Dbh
25700,Ide
25701,Mxi1
25702,Pnlip
25703,Rbp4
25704,Il2ra
25705,Zeb1
25706,Cckbr
25707,Cntf
25708,Ucp3
25709,Hmbs
25710,Cd3d
25711,Gucy2c
25712,Ifng
25713,Itgb7
25714,Myf6
25715,Slc11a2
25716,Syt1
25717,Tgfb3
25718,Igf1r
25719,Scg5
25720,Tcf12
25721,Got2
25722,Scn4a
25723,Hcrt
25724,Itgb4
25725,Prkar1a
25726,Mc5r
25727,Mep1b
25728,Apoe
25729,Ccne1
25730,Ntf4
25731,Syt3
25732,Acp5
25734,Hck
25735,Hnf4a
25736,Kcnb1
25737,Pcna
25738,Plcg1
25739,Pygb
25740,Gnaz
25741,Pfkl
25742,S100b
25743,Kcnj6
25744,Nf2
25745,Myh9
25746,Il2rb
25747,Ppara
25748,Alas2
25749,Clcn5
25750,Maob
25751,Dnm2
25752,Cd6
25753,Chrng
25756,Cpt1b
25757,Cpt1a
257634,Lhx1
257643,Cstdc1
257644,Zwint
257645,Itgb5
257646,Frmd6
257648,Cacna1b
257649,Cenpf
257651,Prpmp5
257652,Prb1
259167,Art5
259170,Casc3
259171,Dclre1c
259218,Rwdd1
259221,Osbpl1a
259222,Npb
259224,Npw
259225,Ppp1r14b
259226,Ppp1r14d
259227,Vof16
259229,Ppm1g
259233,Gpx6
259235,Sdr9c7
259237,Dock9
259241,Nr1d2
259242,Wipf3
259243,Kcnip4
259244,Mup4l4
259247,Obp3
259248,Slc16a2
259269,Erc2
259270,Zfp335
259271,Aptx
259272,Msi1
259273,Kcnq5
259274,Nmt1
259275,Ostf1
260319,Brs3
260320,F7
260321,Fkbp4
260323,Snx27
260324,Ly49i2
260326,Adgrg1
260327,Fndc5
260416,Carhsp1
261730,Aurka
261736,Cops2
261737,Sfxn5
261738,Clrn1
26192,CYTB
26193,ND1
26194,ND2
26195,COX1
26196,ATP8
26197,ATP6
26198,COX2
26199,ND3
26200,ND4L
26201,ND4
26202,ND5
26203,ND6
26204,COX3
26295,Ogt
26296,Tfec
266600,Csdc2
266601,Tomm20
266602,Spink1l
266603,Aldh1a3
266604,Alox15b
266605,Dcps
266606,Tor1a
266607,Ffar1
266608,Fzd9
266610,Fadd
266611,Ptpn9
266612,Slc4a9
266668,Grina
266670,Riox2
266674,Cyp4a8
266680,St18
266681,Tmprss5
266682,Cyp3a2
266684,Cyp2d1
266685,Ugt2b15
266686,Dhrs4
266688,Rab8b
266689,Cyp4f6
266704,Gzmf
266706,Gjc1
266707,Gjd4
266708,Gzma
266709,Pkig
266711,Lzts1
266712,Rnf40
266713,Mnat1
266714,Myo7a
266715,Fzd3
266717,Krt9
266729,Dab1
266730,Slc17a3
266732,Npc1
266734,Npas4
266735,Adgrg2
266738,Prop1
266758,Sec11c
266759,Hspa4
266762,Mrgprf
266764,Tbkbp1
266766,Rcan1
266767,Slc17a8
266768,Ly49s3
266769,Gpr3
266770,Soat2
266771,Vom1r90
266772,Klhl12
266773,Zfp709
266776,Cst12
266777,Nptx1
266778,Vom2r44
266780,Rimbp2
266782,Prl3a1
266787,Eaf2
266792,Zscan26
266802,Alk
266803,Sostdc1
266804,Prl7b1
266805,Has3
266806,Erc1
266807,Duox1
266808,Lrrcc1
266809,Sclt1
266813,Prrx1
266975,Sars1
266976,Rims4
266997,Rln3
266998,Slc13a5
26759,Acot7
26760,Akr7a3
26954,Rheb
26955,Afdn
26956,Ak3
26962,Rpl8
26989,Cadps
27064,Ankrd1
27080,Hbp1
27100,Gfer
27137,Eif2ak1
27139,Rps26
27150,Kcnh3
27256,Cntn6
276720,Kcnj14
280670,Lzts3
282546,Arid1b
282547,Mrgprx1
282580,Stab2
282581,Fzd6
282582,Wnt5b
282583,Fbln2
282584,Mtmr9
282585,Mrfap1
282586,Muc6
282587,Cttnbp2
282634,Pxmp4
282635,Mbnl1
282636,Impa2
282708,Afm
282712,Slc6a15
282817,Pycard
282819,Ppif
282821,Has1
282822,Trpc7
282824,Elavl3
282825,Zbtb14
282826,Elac2
282827,Aip
282829,Tac4
282832,Ccr9
282833,Zp4
282834,Chmp3
282835,Wrnip1
282836,Cthrc1
282837,Fibp
282838,Gm2a
282839,Mc2r
282840,Atf5
282843,Sorbs3
282844,Rffl
282845,Rnf34
28298,Rpl32
286758,Aqp11
286761,Vcpip1
286889,Prl8a5
286892,Vom1r101
286895,Brinp2
286896,Sgpl1
286897,Dpy30
286898,Npc2
286899,Hsbp1
286900,Selenos
286901,Brinp3
286904,Cyp4f4
286905,Cyp4f5
286906,Pdia6
286908,Pdlim7
286911,Prss3b
286912,Krt20
286914,Vom2r27
286915,Vom2r53
286916,Testin
286917,Phax
286918,Mx2
286919,Cdk5rap2
286920,Asic3
286922,Fads3
286923,Dlgap3
286924,Gnat3
286925,Cryba2
286926,Tfpi2
286928,Abi2
286930,Dlgap4
286931,Unc13c
286932,Vps54
286933,Obp2b
286934,Havcr1
286936,Pcyt1b
286937,Pex5l
286938,Gimap4
286939,Clmp
286953,Cyp2b3
286954,Ugt2b1
286956,Vom1r97
286957,Vom1r102
286958,Np4
286959,Olr1271
286961,Slc22a19
286962,Cox6c-ps1
286963,Cyp2d5
286964,Hsd17b6
286965,Abra
286971,Fut11
286973,Elavl2
286975,Skap1
286976,Gcnt3
286979,Zfp455
286981,Vom2r32
286982,Vom2r-ps45
286983,Vom2r40
286984,Vom2r18
286985,Vom2r31
286986,Vom2r75
286989,Ugt2b7
286990,Tox4
286993,Taok1
286994,Lgr4
286995,Defa5
286996,Zfp689
286997,Mapk15
287000,Or1f45
287001,Or6f2
287002,Or7a38c
287003,Tas2r123
287004,Pincl
287005,Camk2n1
287006,Slco6c1
287034,Tnfrsf17
287042,Nubp1
287044,Clec16a
287054,Mettl22
287061,Rogdi
287065,Magmas-ps1
287069,Trap1
287070,Nlrc3
287076,Zfp263
287086,Or1f33
287095,Zfp13
287098,Cldn6
287099,Cldn9
287101,Pkmyt1
287102,Kremen2
287108,Prss27
287109,Kctd5
287110,Tbc1d24
287113,Rnps1
287115,Pgp
287119,Zfp598
287122,Rpl3l
287125,Nubp2
287129,Tmem204
287134,Gnptg
287136,Prss29
287146,Chtf18
287155,Stub1
287156,Rhot2
287164,Pdia2
287167,Hba-a3
287168,Hbz
287170,Snrnp25
287173,Bod1
287177,Ergic1
287178,Ubtd2
287185,Foxi1
287191,Rars1
287208,Ttc1
287222,Timd2
287245,Or2y13
287249,Cnot6
287269,Clk4
287273,Nhp2
287275,Sec24a
287276,Sar1b
287280,Skp1
287285,Shroom1
287287,Il4
287299,Mfap3
287302,Mrpl22
287346,Cfap144
287356,Mrpl55
287357,Wnt9a
287359,Jmjd4
287362,Nlrp3
287366,Pld6
287367,Cops3
287368,Nt5m
287371,Drc3
287375,Flii
287379,Shmt1
287380,Dhrs7b
287382,Mfap4
287383,B9d1
287388,Zswim7
287392,Tekt3
287398,Map2k4
287408,Myh1
287417,Rpl26
287418,Arhgef15
287419,Rangrf
287420,Pfas
287422,Per1
287423,Hes7
287424,Aloxe3
287425,Alox12b
287427,Trappc1
287429,Naa38
287432,Wrap53
287433,Fxr2
287435,Cd68
287436,Eif4a1
287437,Tnfsf13
287441,Zbtb4
287444,Eif5a
287446,Elp5
287447,Ctdnep1
287450,Slc16a11
287451,Slc16a13
287452,Bacc1
287454,Alox12
287456,Med11
287462,Camta2
287463,Rpain
287464,Dhx33
287467,Pitpnm3
287469,Foxn1
287472,Tlcd1
287473,Nek8
287474,Txndc17
287475,Med31
287477,Emc6
287478,Ctns
287484,Or1e16
287514,Or1a1b
287517,Or1d2
287521,Mnt
287522,Smg6
287524,Rpa1
287526,Serpinf1
287527,Serpinf2
287530,Prpf8
287531,Rilp
287532,Slc43a2
287533,Inpp5k
287534,Rflnb
287535,Vps53
287537,Abr
287541,Ift20
287543,Tnfaip1
287544,Poldip2
287545,Sarm1
287552,Blmh
287554,Tefm
287561,Ccl7
287562,Ccl12
287570,Gas2l2
287571,Taf15
287585,Ppm1d
287592,Tubd1
287593,Ptrh2
287596,Smg8
287598,Ska2
287603,Tex14
287606,Septin4
287607,Mtmr4
287608,Supt4h1
287609,Tspoap1
287610,Lpo
287612,Mks1
287622,Tom1l1
287624,Kif2b
287631,Wfikkn2
287633,Lrrc59
287634,Eme1
287635,Mrpl27
287638,Dlx3
287642,Slc35b1
287643,Spop
287644,Phospho1
287645,Snf8
287646,Ttll6
287647,Hoxb9
287653,Lrrc46
287656,Mrpl45
287657,Gpr179
287659,Socs7
287661,Cisd3
287662,Pcgf2
287670,Psmd3
287673,Ccr7
287675,Krt24
287678,Krt23
287679,Krt40
287697,Krt35
287698,Krt36
287699,Krt13
287700,Krt15
287701,Krt14
287702,Krt17
287703,Eif1
287709,Rab5c
287710,Cavin1
287711,Coasy
287715,Wnk4
287716,Psme3
287721,Vat1
287727,Dhx8
287730,Pyy
287734,Atxn7l3
287739,Eftud2
287745,Plcd3
287746,Fmnl1
287747,Spata32
287751,Lyzl6
287753,Sppl2c
287765,Ddx5
287772,Psmd12
287774,Apoh
287776,Cep112
287805,Gprc5c
287813,Igsf7
287818,Cd300lf
287819,Ush1g
287820,Otop2
287821,Otop3
287822,Hid1
287828,Jpt1
287830,Nup85
287834,Recql5
287835,Galk1
287836,Fbf1
287845,Dnah17
287847,Rbfox3
287867,Ccdc40
287871,Rptor
287873,Chmp6
287876,Actg1
287877,Pycr1
287881,Ppp1r27
287884,Sectm1b
287899,Adamts2
287910,Ccl6
287918,Mettl23
287920,St6galnac1
287924,Yars2
287925,Pkp2
287927,Ube2v2
287930,Top3b
287931,Ppm1f
287936,Ccdc116
287940,Hic2
287942,Crkl
287944,Thap7
287954,Dgcr8
287961,Cdc45
287962,Mrpl40
287970,Or2l13c
287979,Parl
287984,Psmd2
287986,Eif4g1
287988,Polr2h-ps1
287989,Ephb3
287990,Vps8
288001,Kng1
288003,Rfc4
288006,Rtp1
288010,Lpp
288016,P3h2
288022,Ccdc50
288025,Plaat1
288029,Lsg1
288038,Meltf
288041,Pigx
288042,Fbxo45
288045,Zdhhc19
288051,Umps
288053,Ropn1
288054,Ccdc14
288057,Mylk
288064,Kpna1
288067,Csta
288075,Stfa3
288077,Hcls1
288079,Polq
288080,Stxbp5l
288088,Ndufb4
288091,Poglut1
288092,Tmem39a
288093,Arhgap31
288105,Zbtb20
288108,Naa50
288109,Sidt1
288117,Slc9c1
288118,Tmprss7
288124,Nectin3
288135,Retnlg
288150,Mtx2
288151,Hoxd1
288152,Hoxd3
288153,Hoxd4
288154,Hoxd13
288155,Evx2
288161,B3galt5
288165,Pcnp
288181,Gpr15
288182,Cldnd1
288204,Crybg3
288227,Bace2
288233,Get1
288236,Psmg1
288238,Pigp
288239,Ripply3
288240,Hlcs
288242,Chaf1b
288244,Ifitm3-ps2
288256,Cryzl1
288257,Donson
288259,Gart
288264,Ifnar1
288269,Cfap298
288271,Mrap
288272,Mis18a
288275,Hunk
288280,Ncam2
288289,Chodl
288305,Cct8
288306,Usp16
288309,N6amt1
288321,Rbm11
288322,Lipi
288333,Gbe1
288353,Cggbp1
288358,Tssk1b
288364,Qtrt2
288369,Pex11g
288371,Mcoln1
288375,Cd209a
288378,Clec4m
288414,Rfc3
288416,N4bp2l2
288444,Hsph1
288447,Uspl1
288449,Katnal1
288455,Pomp
288457,Gsx1
288471,Trrap
288475,Nptx2
288479,Pms2
288480,Aimp2
288482,Usp42
288484,Grid2ip
288498,Wipi2
288499,Slc29a4
288504,Snx8
288512,Elfn1
288514,Ints1
288515,Micall2
288516,Eif3b
288518,Get4
288529,Gjc3
288532,Mcm7
288533,Taf6
288557,Mospd3
288562,Tfr2
288563,Actl6b
288564,Pop7
288583,Plod3
288584,Fis1
288585,Ift22
288587,Alkbh4
288588,Polr2j
288591,Tmem120a
288593,Ccl24
288596,Trim50
288597,Fkbp6
288599,Eif4h
288602,Ervfrd-1
288606,Gtf2ird2
288615,Sbds
288617,Tpst1
288620,Cct6a
288621,Mrps17
288626,Mmp17
288647,Dhx37
288651,Gtf2h3
288652,Rilpl2
288654,Mphosph9
288657,Ogfod2
288659,Vps37b
288661,Zcchc8
288663,Atxn2
288664,Pheta1
288665,Cux2
288666,Vps29
288669,Arpc3
288671,Anapc5
288683,Rita1
288689,Tesc
288691,Ksr2
288692,Wsb2
288700,Rab35
288701,Srsf9
288702,Unc119b
288707,Gltp
288710,Rnf10
288718,Tfip11
288719,Tpst2
288731,Pgam5
288734,Chfr
288736,Foxn4
288740,Iscu
288743,Sgsm1
288750,Tmem132d
288752,B3gnt4
288753,Diablo
288762,Mtm1
288774,Stat2
288778,Pa2g4
288779,Rab5b
288783,Ormdl2
288785,Bloc1s1
288821,Neurod4
288905,Il27ra
288906,Rfx1
288908,Cc2d1a
288909,Nanos3
288912,Mri1
288916,Gadd45gip1
288917,Farsa
288919,Get3
288921,Fbxw9
288923,Dhps
288924,Wdr83
288979,C1ql2
288985,Insig2
288995,Gpr39
289014,Mapkapk2
289019,Cdk18
289021,Pik3c2b
289023,Kiss1
289026,Sox13
289032,Chit1
289036,Adipor1
289051,Dennd1b
289054,Aspm
289055,F13b
289057,Cfhr1
289076,Rgs18
289083,Tsen15
289085,Edem3
289089,Ivns1abp
289094,Hmcn1
289095,Nmnat2
289101,Shcbp1l
289104,Prg4
289143,Mrps14
289144,Cacybp
289168,Kifap3
289175,Slc19a2
289178,Dpt
289180,Gpr161
289181,Dcaf6
289185,Creg1
289197,Mgst3
289199,Lrrc52
289201,Lmx1a
289211,Fcgr2b
289217,Sdhc
289218,Ndufs2
289219,Ppox
289227,Ly9
289229,Vangl2
289231,Ncstn
289233,Pex19
289237,Slamf8
289245,Ifi214
289257,Spta1
289264,Grem2
289269,Becn2
289276,Adss2
289277,Desi2
289287,Gpr137b
289307,Tfb2m
289311,Mixl1
289312,Acbd3
289315,Sde2
289316,Lefty2
289318,Tmem63a
289323,Nvl
289337,Tlr5
289338,Disp1
289342,Rps6kc1
289344,Hhat
289350,Rab3gap2
289352,Eprs1
289353,Slc30a10
289357,Lyplal1
289362,Gpatch2
289369,Ush2a
289372,Smyd2
289380,Nenf
289382,Ints7
289388,G0s2
289392,Plxna2
289395,Cr2
289397,Kif21b
289399,Inava
289400,Camsap2
289407,Atp6v1g3
289419,Nuak2
289437,Glmn
289443,Lrrc8c
289456,Hsd17b11
289457,Klhl8
289468,Abraxas1
289469,Mrps18c
289486,Fras1
289504,Sdad1
289508,Rchy1
289515,Epgn
289521,Ankrd17
289526,Vcsa2
289533,Ugt2a3
289560,Igfbp7
289561,Polr2b
289565,Arl9
289582,Fip1l1
289584,Usp46
289586,Spata18
289594,Nipal1
289596,Corin
289606,Gabra2
289608,Gnpda2
289614,Hspd1-ps2
289615,Atp8a1
289623,Ube2k
289625,Klb
289632,Pgm2
289635,Rell1
289651,Dnmt3a-ps1
289657,Tbc1d19
289664,Ldb2
289668,Lap3
289687,Gba3
289693,Dhx15
289707,Lyar
289711,Evc2
289712,Evc
289717,Tada2b
289724,Nop14
289727,Nat8l
289733,Pla2g3
289736,Morc2
289740,Pes1
289745,Mtfp1
289747,Osm
289752,Ewsr1
289753,Rhbdd3
289754,Xbp1
289757,Polm
289758,Pold2
289759,Myl7
289777,Fignl1
289780,Ddx56
289783,Zmiz2
289796,Pkd1l1
289797,Abca13
289801,Upp1
289809,Pno1
289810,C1d
289820,Actr2
289822,Cep68
289827,Ugp2
289831,Commd1
289833,Fam161a
289859,Cfap36
289874,Erlec1
289878,Pde6b
289881,Dr1
289883,Tmed5
289904,Mss51
289924,Psmd6
289943,Hspd1-ps20
289949,Fam3d
289950,Pdhb
289990,Psmc6
289992,Fermt2
289997,Dlgap5
290027,Parp2
290028,Osgep
290029,Pnp
290046,Hnrnpc
290050,Or10g1b
290206,Psmb11
290212,Efs
290214,Cmtm5
290221,Nrl
290223,Fitm1
290224,Emc9
290227,Rec8
290228,Ipo4
290229,Tssk4
290232,Tinf2
290244,Mcpt3
290257,Ctsg
290270,Mphosph8
290280,Xpo4
290284,Sap18
290300,Tnfrsf19
290317,Sox7
290322,Ints9
290325,Nuggc
290344,Adam28
290348,Synb
290350,Loxl2
290354,Pdlim2
290356,Phyhip
290359,Npm2
290361,Dok2
290364,Itm2b
290365,Nudt15
290370,Dnajc15
290396,Diaph3
290401,Esd
290403,Rubcnl
290408,Sugt1
290409,Olfm4
290426,Klhl1
290432,Setl1
290447,Mycbp2
290458,Trim52
290467,Slitrk6
290484,Dct
290485,Cldn10
290501,Tmtc4
290519,Thoc3
290527,Anxa11
290533,Slmap
290537,Appl1
290549,Selenok
290551,Chdh
290555,Spcs1
290556,Gnl3
290558,Nt5dc2
290561,Tnnc1
290564,Mettl6
290566,Ogdhl
290567,Chat
290577,Wapl
290595,Gpr15lg
290614,Cherp
290626,Haus8
290627,Use1
290631,Babam1
290632,Mrpl34
290635,Mvb12a
290638,B3gnt3
290639,Fcho1
290640,Map1s
290641,Rpl18a
290644,Ifi30
290646,Pde4c
290647,Lsm4
290648,Pgpep1
290652,Fkbp8
290655,Crlf1
290658,Cers1
290659,Cope
290668,Mau2
290669,Gatad2a
290670,Tssk6
290673,Atp13a1
290679,Ints10
290681,Nat3
290686,Tma16
290692,Klhl2
290705,Nek1
290706,Hpf1
290729,Neil3
290741,Dctd
290744,Ing2
290746,Trappc11
290749,Irf2
290757,F11
290766,Triml2
290771,Pdgfrl
290774,Adam24
290775,Vps37a
290783,Tusc3
290789,Cldn23
290794,Tnks
290796,Saraf
290798,Dctn6
290803,Tex15
290805,Wrn
290823,Erlin2
290829,Ash2l
290831,Nsd3
290834,Adam9
290842,Gins4
290843,Gpat4
290850,Mrps31
290851,Vps36
290856,Defa24
290864,Usp4
290868,Qars1
290875,Cdc16
290876,C16h13orf46
290905,Col4a1
290907,Lig4
290921,Gdf2
290923,Aga
290925,Coprs
290939,Med10
290946,Fastkd3
290947,Mtrr
290985,Isca1
290986,Agtpbp1
290989,Catsper3
290994,Lman2
290995,Prelid1
290997,Uimc1
290999,Higd2a
291000,Faf2
291002,Cdhr2
291005,Gadd45g
291006,Diras2
291015,Ogn
291019,Fam120a
291022,Ptpdc1
291023,Id4
291044,Nedd9
291047,Gcm2
291057,Eef1e1
291060,Snrnp48
291061,Riok1
291069,Ppp1r3g
291071,Rpp40
291075,Eci2
291076,Eci3
291078,Prpf4b
291081,Tubb2b
291084,Nqo2
291085,Serpinb6a
291091,Serpinb1a
291095,Gmds
291100,Irf4
291103,Uqcrfs1
291105,E2f3
291129,Nrsn1
291130,Dcdc2
291132,Gpld1
291133,Aldh5a1
291137,Gmnn
291145,H1f1
291152,Hist1h4m
291157,Hist1h2bo
291159,Hist1h2ail1
291164,Zkscan4
291171,Trim27
291179,Gpr141
291180,Epdr1
291182,Stard3nl
291202,Hax1
291206,Mrpl32
291209,Hecw1
291211,Ggps1
291212,B3galnt2
291228,Mkx
291234,Mki67
291245,Actn2
291259,Zmynd11
291283,Akr1c2
291287,Tubal3
291293,Fbh1
291295,Rbm17
29130,Syn3
291309,Usp6nl
29131,Cartpt
291314,Sephs1
291317,Rpp38
291318,Nmt2
29132,Atp1a4
291320,Mindy3
291324,Trdmt1
291325,St8sia6
291327,Mrc1
291328,Slc39a12
291339,Commd3
29134,Axin2
291340,Spag6
29135,Hpn
291352,Gpr158
291359,Ly86
29138,Bsn
291388,Cbln2
29139,Dcn
291394,Cndp2
291406,Zfp516
29141,Gal
291411,Atp9b
291414,Ctdp1
29142,Vnn1
291423,Setbp1
291427,Loxhd1
29143,Grn
291434,Rpl17
291437,Lipg
291439,Mbd1
29144,Canx
291440,Cxxc1
291441,Ska1
291444,Prrc1
291445,Megf10
291450,Aldh7a1
29146,Jag1
291463,Ppic
291464,Snx2
29147,Jag2
291470,Ftmt
29148,Myog
29149,Strn
29150,Matr3
29151,Ucn
29152,Mstn
291526,Poli
291527,Stard6
29153,Capn1
291530,Ccdc68
291534,Rnmt
291539,Psmg2
29154,Capn2
291540,Cep76
291541,Cidea
29155,Capn3
291553,Nedd4l
291555,Atp8b1
29156,Capns1
291567,Ppargc1b
29157,Ccng2
291571,Tcof1
29158,Fbln5
291582,Slc27a6
291597,Trim36
29160,Amelx
291604,Dcp2
291605,Myot
291609,Ndfip1
29161,Cav3
291610,Spry4
291618,Kctd16
29162,Cdh7
291624,Lars1
29163,Cdh9
291635,Pcdhga7
291637,Pcdhga5
291640,Slc25a2
291645,Pcdhb16l
291647,Pcdhb14
291648,Pcdhb11
291649,Pcdhb10
291652,Pcdhb7
291653,Pcdhb6
291654,Pcdhb5
291655,Pcdhb4
291656,Pcdhb3
291659,Ik
291660,Ndufa2
29167,Dctn1
291670,Cxxc5
291671,Hspa9
291675,Mzb1
291676,Spata24
291678,Wnt8a
29168,Ubd
291685,Srp19
291689,Cdc23
29169,Vtn
291691,Brd8
291699,Stard4
29170,Aqp6
291703,Ercc3
291705,Iws1
291709,Slc25a46
29171,Aqp7
291713,Rit2
29172,Aqp8
291729,Hsc70-ps2
29173,Csn2
291733,Slc39a6
291736,Rprd1a
291737,Ino80c
29174,Ctsj
29175,Ctsk
291750,Trappc8
291754,Dsg4
291755,Dsg1
291759,Dsc1
291760,Dsc2
29177,Hpca
291770,Chst9
291772,Kctd1
291773,Taf4b
291784,Rmc1
291787,Rbbp8
29179,Syn2
291794,Snrpd1
291796,Usp14
291797,Thoc1
29180,Uts2
29181,Cdh10
291813,Cmtm3
291819,Car7
29182,Cdh22
291824,Tk2
29183,Areg
29184,Cd36
291841,Cnot1
291844,Setd6
291847,Cfap263
291848,Mmp15
29185,Cd37
291852,Katnb1
29186,Cd63
291861,Nlrc5
291863,Ces1dl1
29187,Cd69
291874,Nup93
291877,Nudt21
29188,Csn3
291885,Mcm5
29189,Fdx1
29190,Pdyn
291905,Fto
291906,Aktip
291908,Tox3
29191,Tac3
291912,Nod2
291914,Cnep1r1
29192,Psen1
291921,N4bp1
291922,Lonp2
291926,Mylk3
291927,Orc6
291936,Hhip
291939,Mmaa
29194,Chka
291948,Pgrmc1
29195,Chad
291952,Ces2g
291955,Ces4a
291960,Hsf4
291961,Exoc3l1
291964,Fhod1
291966,Tppp3
291967,Zdhhc1
291969,Atp6v0d1
29197,Il18
291974,Ripor1
291975,Enkd1
291981,Nutf2
291983,Psmb10
291984,Dpep2
291987,Utp4
29199,Hfe
291990,Cog8
291996,Nob1
291999,Wwp2
29200,Inhba
292007,Dhx38
29201,Ctf1
292016,Cmtr2
292017,Hydin
292019,Sf3b3
29202,Epha6
292022,Ddx19a
292023,Aars1
292028,Kars1
29203,Foxd3
29204,Neu2
292041,Wwox
292044,Cdyl2
29205,Syngr1
292051,Cmip
292060,Irf8
292064,Banp
292067,Zc3h18
292069,Ctu2
292071,Cdt1
292072,Aprt
292073,Galns
292074,Trappc2l
292085,Nup133
292087,Urb2
29209,Casq2
292090,Galnt2
29210,Epha3
292100,Fsaf1
292101,Sprtn
29211,Sptbn2
292124,Tectb
292127,Dclre1a
292129,Tdrd1
29213,Tubb4a
292130,Afap1l2
292138,Eno4
292139,Shtn1
29214,Tubb5
292148,Eif3a
29215,Arg2
292152,Ces2i
292155,Hs2st1
292156,Sh3glb1
29216,Lrp2
292160,Znhit6
292168,Mcoln2
292172,Eya4
292188,Rnf217
29219,Snca
29220,Thbs4
292206,Trip13
29221,Arg1
29222,Ptma
29223,Ak4
29224,Cbr1
292244,Mrpl18
29225,Ces1e
292263,Fbxo5
292264,Myct1
292268,Rmnd1
29227,Nfib
292279,Nox3
29228,Nfic
29230,Sqle
292301,Tbxt
292306,Rnaset2
29231,Ciao1
292310,Gpr31
29232,Clcn2
29233,Clcn7
29234,Galr2
29235,Galr3
29236,Rpsa
29237,Penk
29238,Drd3
29240,Polb
292401,Smoc2
292404,Phf10
292406,Thbs2
292409,Fpr1
29241,Adcy8
292413,Fpr3
29242,Car4
29243,F10
29244,Gch1
29245,Klk6
292450,Raet1e
29246,Stmn3
292461,Raet1l
292464,Katna1
29248,Tnni3
292483,Stx11
292485,Fuca2
292486,Aig1
292498,Vom2r-ps24
29251,F2
29252,Gzmm
29253,Maoa
292534,Tsen34
292536,Prpf31
292537,Oscar
29254,Mgll
292548,Zfp418
292554,Aurkc
29256,Oprl1
29257,Rpl9
292577,Nlrp9
29258,Rps7
292584,Fiz1
292588,Ube2s
29259,Sell
292594,Lilrb4
292597,Ttyh1
29260,Tlr4
29261,Tyms
292610,Zfp606
292622,Bicra
292624,Nop53
29263,Acvr2a
29264,Clip2
292640,Vta1
29265,Vch
292657,Slc1a5
292658,Prkd2
292661,Ptgir
292668,Ceacam11
292671,Mill1
292673,Ercc1
29268,Tpsb2
292681,Nova2
292683,Sympk
292687,Qpctl
29269,Mcpt8
292697,Apoc2
29270,Spr
292700,Ceacam16
292701,Ceacam20
29271,Cfl1
292710,Ethe1
29272,Dpp6
292721,Erf
292729,Snrpa
292732,Numbl
292734,Ltbp4
292735,Shkbp1
292737,Blvrb
29274,Rnf4
292746,Fcgbpl1
292747,Fbl
29275,Actc1
292751,Med29
292755,Nccrp1
292756,Pak4
292757,Fbxo17
292758,Mrps12
29276,Csrp1
292760,Rinl
292762,Eif3k
292763,Map4k1
292764,Fam98c
292765,Ggn
292766,Psmd8
292768,Yif1b
29277,Cyp2c11
292770,Spint2
292771,Sipa1l3
292777,Tbcb
292778,Polr2i
29278,Lasp1
292780,Alkbh6
292781,Syne4
292788,Psenen
29279,Meox2
292792,Tmem147
292794,Ffar2
292801,Scgb1b24
292804,Gpi
292808,Pepd
292810,Gpatch1
292811,Cep89
292814,Pdcd5
29282,Rpl23
292820,Zfp536
29283,Rpl29
292831,Pop4
29284,Rps14
292843,Siglec5
292844,Siglec10
292845,Etfb
292846,Siglec8
292848,Klk13
292849,Klk11
29285,Rps15
292850,Klk10
292852,Klk7
292855,Klk1c12
292858,Klk1c10
29286,Rps17
292866,Klk1c8
292868,Klk1c9
29287,Rps19
292872,Klk1c3
292876,Josd2
292878,Emc10
292879,Mybpc2
29288,Rps3a
292884,Zfp473
292886,Tbc1d17
292887,Akt1s1
292889,Med25
292890,Tsks
292892,Irf3
292894,Nosip
292898,Pih1d1
29290,Adora1
292905,Hrc
292907,Ruvbl2
292912,Rasip1
292913,Fam83e
29292,Ftl1
292925,Tsg101
292934,Dbx1
292935,Htatip2
29294,Bc1
292944,Reps1
292947,Arfgef3
292949,Perp
29295,Cyp2b12
292958,Hspd1-ps7
292964,Rpl36a
29298,Cyp2c7
292988,Mkrn3
292994,Tjp1
292999,Chsy1
29300,Gata6
29301,Hal
293012,Olig3
293016,Map7
293017,Bclaf1
293019,Arrdc4
29302,Itgb3
293023,Klhl25
293024,Akap13
29304,Rps6
293042,Sema4b
293046,Mesp2
293047,Kif7
293048,Rhcg
293049,Rlbp1
293054,Mrpl46
293056,Cpeb1
293057,Whamm
293058,Ramac
293060,Btbd1
293061,Saxo2
293067,Zfand6
29307,Gpr182
29308,Arl4a
293098,Tmem135
29310,Mc3r
293104,Eed
293112,Crebzf
293118,Prcp
293129,Alg8
29313,Clec11a
293130,Ndufc2
