geneID,symbol,degree
25253,Dpp4,116
25254,Dspp,22
25255,Dyrk1a,78
25256,Fmo1,9
25257,Gamt,3
25259,Gp5,4
25260,Gstt1,22
25261,Id1,122
25262,Itpr1,125
25263,Mal,12
25264,Nmbr,1
25265,P2ry1,79
25266,Pdgfa,79
25267,Pdgfra,245
25268,Proc,22
25269,Pvalb,73
25270,Abcd3,135
25271,Rxra,98
25272,Mapk10,98
25273,Smo,150
25274,Tst,107
25275,Cnp,191
25276,Sycp1,98
25277,Mfge8,214
25278,Cox6a2,2
25279,Cyp24a1,41
25280,St8sia1,14
25281,Nup153,23
25282,Cox6a1,30
252827,Cdk5rap1,2
25283,Gclc,41
252832,Zc3hav1,25
252833,Gdf7,10
252834,Gdf6,14
252835,Gdf5,14
25284,Amacr,76
25285,Igfbp5,28
252853,Stx17,26
252855,Sfpq,56
252856,Tcf21,6
252857,Rapgef4,16
252858,Frmd4b,80
252859,Mlnr,2
25287,Acadl,45
252878,Tnfsf15,16
252879,Cdk11b,2
25288,Acsl1,78
252880,Drgx,3
252881,Exoc3,9
252885,Hoxc6,12
252886,Foxd4,8
252887,Or2z2,13
252889,Tmed7,5
25289,Adcy6,82
252891,Sra1,35
252892,Lgi1,13
252893,Dnah7,11
252894,Pcdhga4,80
252895,Pcdhga9,80
252897,Pcdhga11,80
252898,Acox2,145
25290,Alox5,100
252900,Dgat2,41
252902,Dync1li1,106
25291,Anxa3,16
252915,Mxd3,3
252916,Rab38,33
252917,Nr1d1,49
252918,Spag5,15
252919,Slc38a3,10
25292,Apoc1,13
252920,Olfm3,27
252921,Tubg1,103
252922,Pzp,4
252923,Tsga10,1
252924,Nr2c1,2
252928,Timm13,24
252929,Ctsz,106
25293,Aqp4,186
252931,Cyp3a18,12
252934,Cox5a,34
252939,Gpr37l1,107
25294,Azgp1,177
252941,Hdgfl3,2
252942,Myh8,1
25295,Bglap,63
252958,Saxo4,53
252959,Dnah12,12
25296,Bmp4,208
252960,Mrgprx3,17
252961,Tank,17
252963,Il13ra1,6
25297,Cacnb3,20
252971,Socs1,133
25298,Cck,28
25300,Cd247,29
25301,Cebpg,10
25302,Chrna7,91
25303,Abcc2,117
25304,Comp,134
25305,Cort,17
25306,Cpd,2
25307,Cst3,43
25308,Cstb,106
25309,Cycs,205
25310,Cyct,2
25311,Dcc,46
25312,Dmp1,83
25313,Egf,175
25314,Emp1,4
25315,Ephx1,21
25316,Ms4a2,26
25317,Fgf1,53
25318,Fnta,9
25319,Fth1,52
25320,Gast,14
25321,Ghrhr,17
25322,Hsd17b1,33
25323,Htr1d,9
25324,Htr4,8
25325,Il10,234
25326,Jak3,37
25327,Kcnc1,30
25328,Lamp1,411
25329,Lhb,18
25330,Lipe,21
25331,Mat1a,17
25332,Mgmt,9
25333,Mgp,151
25334,Bhlha15,11
25335,Mmp7,32
25336,Nfyb,37
25337,Nfyc,52
25339,Npr3,15
25340,Npy5r,98
25341,Tnfrsf11b,118
25342,Oxtr,32
25343,Pdc,4
25344,Phb1,221
25345,Prm2,11
25346,Ros1,20
25347,Rpl39,93
25348,Rps29,84
25349,Scn2b,13
25350,Sftpd,15
25351,Slc2a2,61
25352,Sod3,148
25353,Spp1,184
25354,Sstr5,19
25356,Cntn2,32
25357,Thrsp,5
25358,Timp3,174
25359,Tmpo,14
25360,Tshr,100
25361,Vcam1,124
25362,Slc30a2,7
25363,Acadvl,106
25364,Asic2,26
25365,Actg2,90
25366,Acvr2b,40
25367,Adarb1,9
25368,Adk,28
25369,Adora2a,132
25372,Grk3,67
25373,Ahsg,246
25374,Alad,51
25375,Aldh3a1,9
25376,Ambn,3
25377,Ambp,94
25378,Amh,23
25379,Anp32a,37
25380,Anxa1,321
25383,Apobec1,20
25385,Faslg,191
25386,Aqp2,215
25387,Arrb1,169
25388,Arrb2,146
25389,Atf3,148
25390,Atp1b3,10
25391,Atp2a3,17
25392,Atp5if1,94
25393,Bcan,12
25394,Bfsp1,5
25398,Cacna1a,51
25399,Cacna2d1,53
25400,Camk2a,291
25401,Alx1,7
25402,Casp3,339
25403,Cast,111
25404,Cav1,415
25405,Ccng1,14
25406,Cd44,274
25407,Cd59b,68
25408,Cd80,104
25409,Cdh6,54
25410,Cebpe,3
25411,Cnga2,15
25412,Col2a1,193
25413,Cpt2,79
25414,Bcar1,50
25415,Crmp1,57
25416,Dpysl2,246
25417,Dpysl4,6
25418,Dpysl3,24
25419,Crp,78
25420,Cryab,45
25421,Crybb1,4
25422,Crybb2,5
25423,Ctsc,10
25424,Ctse,5
25425,Ctsh,25
25426,Cyp1b1,38
25427,Cyp51,35
25428,Cyp7a1,60
25429,Cyp7b1,26
25430,Dio1,20
25431,Dlx5,60
25432,Drd4,153
25433,Hbegf,31
25434,Sparcl1,5
25435,Eef2k,25
25437,Emd,16
25438,Eno3,55
25439,F2r,119
25441,Fcer1g,50
25443,Fgf10,60
25444,Fgf9,92
25445,Fosl1,30
25446,Fosl2,34
25447,Fshb,40
25448,Cenpi,3
25449,Fshr,48
25450,Gabrb1,14
25451,Gabrb2,37
25453,Gdnf,93
25454,Gfra1,17
25455,Ggh,28
25456,Glrb,12
25457,Cmklr2,2
25458,Gss,46
25459,Hmgb1,202
25460,Hmmr,5
25461,Hrh2,40
25462,Hspe1,45
25464,Icam1,315
25466,Il1rap,25
25467,Irs1,158
25468,Kcna2,44
25469,Kcna4,31
25470,Kcna5,102
25471,Kcne1,80
25472,Kcnj8,25
25473,Lamb2,145
25475,Lgals5,1
25476,Lgals9,103
25477,Lhcgr,46
25478,Man2a1,86
25479,Vps35,106
25480,Mip,18
25481,Mmp11,2
25482,Mras,9
25483,Msx2,52
25484,Myo1e,55
25485,Myo1d,111
25486,Myo9b,7
25488,Ndufa5,42
25489,Nedd4,163
25490,Nedd8,35
25491,Nes,59
25492,Nfia,56
25493,Nfkbia,132
25494,Nid1,209
25495,Nog,66
25496,Notch1,310
25497,Nup50,6
25498,Npm1,329
25499,Nrdc,6
25501,Nxph1,8
25502,Oaz1,7
25503,Ocm,5
25504,Oxt,46
25505,P2rx1,16
25506,P4hb,86
25507,Pcsk6,11
25508,Pam,18
25509,Pax6,151
25510,Pcp4,103
25511,Pemt,124
25512,Phex,6
25513,Pik3r1,200
25514,Lypla1,14
25515,Plk1,86
25516,Pnoc,29
25517,Pou1f1,56
25518,Ppia,137
25520,Prkag1,17
25521,Prkar1b,37
25522,Prkcz,170
25523,Prkg2,27
25524,Psap,166
25525,Pspn,5
25526,Ptgds,29
25527,Ptgis,37
25528,Sirpa,94
25529,Ptprs,21
25530,Rab12,72
25531,Rab3a,169
25532,Rab4a,99
25533,Rabggtb,3
25534,Prph2,61
25537,Rock2,114
25538,Rps5,108
25539,Sag,52
25541,Scp2,79
25542,Ccl3,82
25544,Sele,16
25545,Selenow,15
25546,Shox2,37
25547,St8sia3,3
25548,Slc34a1,26
25549,Slc18a2,19
25550,Slc1a1,39
25551,Slc2a3,39
25552,Slc5a1,33
25553,Slc6a4,56
25554,Snai2,28
25555,Sstr4,8
25556,Il1rl1,51
25557,Star,80
25558,Stxbp1,145
25559,Abcc8,20
25560,Abcc9,14
25561,Sycp3,98
25562,Eloa,7
25563,Tff3,21
25565,Tle4,20
25566,Tmod1,59
25567,Tnr,11
25569,Trh,77
25570,Trhr,4
25571,Ttpa,5
25572,Tnfrsf4,28
25573,Ube2i,91
25574,Ubtf,135
25575,Scgb1a1,27
25576,Ywhah,177
25577,Ywhaq,106
25578,Ywhaz,209
25579,Map3k12,20
25581,Psmc2,183
25582,Agrp,113
25583,Cryba1,9
25584,F3,81
25585,Id3,26
25586,Alpl,91
25587,Id2,52
25589,Kdr,171
25590,Chrna4,44
25591,Parp1,286
25592,Agrn,236
25593,Hcrtr1,18
25594,Ppp1cb,83
25595,Map2,337
25596,Rpn1,185
25597,Rasa2,2
25598,Fabp2,27
25599,Cd74,44
25600,Utrn,39
25601,Oprm1,81
25602,Tnxa-ps1,4
25603,Marcks,69
25604,Pcmt1,54
25605,Hcrtr2,6
25608,Lep,265
25609,Tub,73
25610,Csf3,40
25611,Otc,34
25612,Asns,32
25613,Ptprz1,151
25614,Ptk2,153
25615,Sdc2,74
25616,Rln1,3
25617,Hspa5,338
25618,Acadsb,20
25619,Plau,36
25620,Crem,53
25621,Cd81,47
25622,Ptpn11,117
25623,Gys2,11
25624,Vamp1,69
25625,Tnfrsf1a,290
25626,Krt8,175
25627,Cma1,156
25628,Nkx2-1,96
25629,Plin1,9
25630,Pkm,379
25631,Smad3,225
25632,Hba-a1,70
25633,Dnase1,10
25634,G6pc1,52
25635,Mc4r,121
25636,Prkaca,258
25637,Ptger1,15
25638,Pde4a,27
25639,Fkbp1a,139
25640,Hnf1b,102
25641,Igfbp6,13
25642,Cyp3a23-3a1,21
25643,Gnai3,41
25644,Bmp6,55
25645,Adrb3,93
25646,Otx1,9
25647,Il7,70
25648,Slc7a1,21
25649,Apoa2,22
25650,Atp1b1,133
25651,Selp,55
25652,Ptgfr,16
25653,Tshb,9
25654,Col11a1,37
25655,Gja4,13
25656,Guca2a,6
25658,Gckr,61
25659,Khk,43
25660,Cd28,99
25661,Fn1,343
25662,Igfbp2,19
25663,Il1r1,110
25664,Pparg,406
25665,Scn5a,59
25666,Dgkg,5
25667,Bmp3,12
25668,Cd38,30
25669,Cpe,38
25670,Il15,53
25671,Smad1,137
25672,Nr3c2,175
25673,Anxa5,91
25674,Glra1,10
25675,Hmgcr,97
25676,Rasa1,52
25677,Mak,1
25678,Ddr1,112
25679,Itpr3,129
25680,Clps,5
25681,Col10a1,10
25682,Ppard,68
25683,Col12a1,211
25684,Mep1a,22
25685,Igfbp1,43
25686,Gnai1,47
25687,Cald1,122
25688,Clcn1,3
25689,Htr5a,14
25690,Ahr,94
25692,Plat,47
25693,Slc18a1,6
25694,Has2,21
25695,Cebpd,131
25696,Vldlr,151
25697,Ctsl,78
25698,Ass1,172
25699,Dbh,22
25700,Ide,69
25701,Mxi1,54
25702,Pnlip,10
25703,Rbp4,37
25704,Il2ra,119
25705,Zeb1,135
25706,Cckbr,12
25707,Cntf,51
25708,Ucp3,99
25709,Hmbs,11
25710,Cd3d,13
25711,Gucy2c,5
25712,Ifng,406
25713,Itgb7,123
25714,Myf6,54
25715,Slc11a2,51
25716,Syt1,182
25717,Tgfb3,67
25718,Igf1r,233
25719,Scg5,11
25720,Tcf12,46
25721,Got2,113
25722,Scn4a,6
25723,Hcrt,46
25724,Itgb4,167
25725,Prkar1a,65
25726,Mc5r,10
25727,Mep1b,58
25728,Apoe,342
25729,Ccne1,95
25730,Ntf4,25
25731,Syt3,29
25732,Acp5,47
25734,Hck,26
25735,Hnf4a,183
25736,Kcnb1,44
25737,Pcna,441
25738,Plcg1,170
25739,Pygb,42
25740,Gnaz,12
25741,Pfkl,67
25742,S100b,140
25743,Kcnj6,59
25744,Nf2,45
25745,Myh9,345
25746,Il2rb,59
25747,Ppara,175
25748,Alas2,15
25749,Clcn5,14
25750,Maob,123
25751,Dnm2,271
25752,Cd6,2
25753,Chrng,24
25756,Cpt1b,89
25757,Cpt1a,126
257634,Lhx1,37
257643,Cstdc1,1
257644,Zwint,19
257645,Itgb5,212
257646,Frmd6,8
257648,Cacna1b,70
257649,Cenpf,22
257651,Prpmp5,1
257652,Prb1,1
259167,Art5,1
259170,Casc3,21
259171,Dclre1c,14
259218,Rwdd1,1
259221,Osbpl1a,9
259222,Npb,2
259224,Npw,6
259225,Ppp1r14b,3
259226,Ppp1r14d,3
259227,Vof16,2
259229,Ppm1g,10
259233,Gpx6,16
259235,Sdr9c7,1
259237,Dock9,5
259241,Nr1d2,11
259242,Wipf3,1
259243,Kcnip4,16
259244,Mup4l4,5
259247,Obp3,6
259248,Slc16a2,4
259269,Erc2,24
259270,Zfp335,4
259271,Aptx,14
259272,Msi1,7
259273,Kcnq5,11
259274,Nmt1,4
259275,Ostf1,70
260319,Brs3,3
260320,F7,22
260321,Fkbp4,37
260323,Snx27,123
260324,Ly49i2,1
260326,Adgrg1,2
260327,Fndc5,15
260416,Carhsp1,146
261730,Aurka,42
261736,Cops2,72
261737,Sfxn5,4
261738,Clrn1,23
26192,CYTB,7
26193,ND1,10
26194,ND2,18
26195,COX1,19
26196,ATP8,20
26197,ATP6,4
26198,COX2,36
26199,ND3,7
26200,ND4L,4
26201,ND4,4
26202,ND5,5
26203,ND6,6
26204,COX3,4
26295,Ogt,155
26296,Tfec,14
266600,Csdc2,5
266601,Tomm20,88
266602,Spink1l,2
266603,Aldh1a3,18
266604,Alox15b,7
266605,Dcps,2
266606,Tor1a,25
266607,Ffar1,7
266608,Fzd9,19
266610,Fadd,230
266611,Ptpn9,17
266612,Slc4a9,5
266668,Grina,2
266670,Riox2,100
266674,Cyp4a8,13
266680,St18,1
266681,Tmprss5,2
266682,Cyp3a2,16
266684,Cyp2d1,12
266685,Ugt2b15,4
266686,Dhrs4,96
266688,Rab8b,131
266689,Cyp4f6,3
266704,Gzmf,1
266706,Gjc1,14
266707,Gjd4,8
266708,Gzma,4
266709,Pkig,2
266711,Lzts1,12
266712,Rnf40,17
266713,Mnat1,29
266714,Myo7a,87
266715,Fzd3,68
266717,Krt9,90
266729,Dab1,32
266730,Slc17a3,2
266732,Npc1,28
266734,Npas4,10
266735,Adgrg2,43
266738,Prop1,10
266758,Sec11c,4
266759,Hspa4,189
266762,Mrgprf,14
266764,Tbkbp1,1
266766,Rcan1,20
266767,Slc17a8,13
266768,Ly49s3,17
266769,Gpr3,1
266770,Soat2,24
266771,Vom1r90,6
266772,Klhl12,130
266773,Zfp709,1
266776,Cst12,1
266777,Nptx1,7
266778,Vom2r44,8
266780,Rimbp2,60
266782,Prl3a1,19
266787,Eaf2,13
266792,Zscan26,9
266802,Alk,97
266803,Sostdc1,50
266804,Prl7b1,2
266805,Has3,7
266806,Erc1,24
266807,Duox1,3
266808,Lrrcc1,29
266809,Sclt1,15
266813,Prrx1,32
266975,Sars1,1
266976,Rims4,4
266997,Rln3,5
266998,Slc13a5,2
26759,Acot7,9
26760,Akr7a3,148
26954,Rheb,57
26955,Afdn,214
26956,Ak3,5
26962,Rpl8,161
26989,Cadps,29
27064,Ankrd1,58
27080,Hbp1,9
27100,Gfer,32
27137,Eif2ak1,2
27139,Rps26,84
27150,Kcnh3,7
27256,Cntn6,3
276720,Kcnj14,4
280670,Lzts3,20
282546,Arid1b,32
282547,Mrgprx1,94
282580,Stab2,13
282581,Fzd6,30
282582,Wnt5b,27
282583,Fbln2,205
282584,Mtmr9,13
282585,Mrfap1,2
282586,Muc6,4
282587,Cttnbp2,4
282634,Pxmp4,61
282635,Mbnl1,15
282636,Impa2,1
282708,Afm,23
282712,Slc6a15,1
282817,Pycard,39
282819,Ppif,27
282821,Has1,10
282822,Trpc7,7
282824,Elavl3,5
282825,Zbtb14,94
282826,Elac2,8
282827,Aip,20
282829,Tac4,7
282832,Ccr9,18
282833,Zp4,4
282834,Chmp3,114
282835,Wrnip1,35
282836,Cthrc1,8
282837,Fibp,26
282838,Gm2a,3
282839,Mc2r,13
282840,Atf5,17
282843,Sorbs3,5
282844,Rffl,17
282845,Rnf34,7
28298,Rpl32,81
286758,Aqp11,13
286761,Vcpip1,64
286889,Prl8a5,2
286892,Vom1r101,6
286895,Brinp2,6
286896,Sgpl1,108
286897,Dpy30,119
286898,Npc2,42
286899,Hsbp1,11
286900,Selenos,42
286901,Brinp3,3
286904,Cyp4f4,13
286905,Cyp4f5,20
286906,Pdia6,121
286908,Pdlim7,8
286911,Prss3b,2
286912,Krt20,2
286914,Vom2r27,8
286915,Vom2r53,8
286916,Testin,2
286917,Phax,3
286918,Mx2,111
286919,Cdk5rap2,54
286920,Asic3,21
286922,Fads3,1
286923,Dlgap3,27
286924,Gnat3,36
286925,Cryba2,2
286926,Tfpi2,3
286928,Abi2,21
286930,Dlgap4,9
286931,Unc13c,4
286932,Vps54,41
286933,Obp2b,1
286934,Havcr1,52
286936,Pcyt1b,2
286937,Pex5l,99
286938,Gimap4,3
286939,Clmp,59
286953,Cyp2b3,35
286954,Ugt2b1,11
286956,Vom1r97,6
286957,Vom1r102,6
286958,Np4,4
286959,Olr1271,11
286961,Slc22a19,3
286962,Cox6c-ps1,10
286963,Cyp2d5,4
286964,Hsd17b6,1
286965,Abra,7
286971,Fut11,2
286973,Elavl2,15
286975,Skap1,54
286976,Gcnt3,71
286979,Zfp455,1
286981,Vom2r32,8
286982,Vom2r-ps45,8
286983,Vom2r40,8
286984,Vom2r18,8
286985,Vom2r31,8
286986,Vom2r75,8
286989,Ugt2b7,12
286990,Tox4,33
286993,Taok1,47
286994,Lgr4,13
286995,Defa5,6
286996,Zfp689,40
286997,Mapk15,20
287000,Or1f45,19
287001,Or6f2,28
287002,Or7a38c,28
287003,Tas2r123,12
287004,Pincl,2
287005,Camk2n1,3
287006,Slco6c1,1
287034,Tnfrsf17,1
287042,Nubp1,25
287044,Clec16a,6
287054,Mettl22,25
287061,Rogdi,31
287065,Magmas-ps1,2
287069,Trap1,2
287070,Nlrc3,3
287076,Zfp263,10
287086,Or1f33,13
287095,Zfp13,3
287098,Cldn6,27
287099,Cldn9,26
287101,Pkmyt1,55
287102,Kremen2,4
287108,Prss27,62
287109,Kctd5,28
287110,Tbc1d24,46
287113,Rnps1,8
287115,Pgp,1
287119,Zfp598,1
287122,Rpl3l,46
287125,Nubp2,25
287129,Tmem204,2
287134,Gnptg,1
287136,Prss29,1
287146,Chtf18,11
287155,Stub1,97
287156,Rhot2,15
287164,Pdia2,9
287167,Hba-a3,47
287168,Hbz,9
287170,Snrnp25,27
287173,Bod1,5
287177,Ergic1,19
287178,Ubtd2,1
287185,Foxi1,2
287191,Rars1,77
287208,Ttc1,57
287222,Timd2,1
287245,Or2y13,22
287249,Cnot6,18
287269,Clk4,3
287273,Nhp2,83
287275,Sec24a,12
287276,Sar1b,4
287280,Skp1,137
287285,Shroom1,2
287287,Il4,271
287299,Mfap3,12
287302,Mrpl22,53
287346,Cfap144,10
287356,Mrpl55,49
287357,Wnt9a,57
287359,Jmjd4,1
287362,Nlrp3,133
287366,Pld6,16
287367,Cops3,27
287368,Nt5m,1
287371,Drc3,4
287375,Flii,42
287379,Shmt1,22
287380,Dhrs7b,3
287382,Mfap4,99
287383,B9d1,24
287388,Zswim7,1
287392,Tekt3,10
287398,Map2k4,80
287408,Myh1,46
287417,Rpl26,101
287418,Arhgef15,4
287419,Rangrf,2
287420,Pfas,14
287422,Per1,72
287423,Hes7,16
287424,Aloxe3,5
287425,Alox12b,13
287427,Trappc1,11
287429,Naa38,2
287432,Wrap53,25
287433,Fxr2,109
287435,Cd68,49
287436,Eif4a1,43
287437,Tnfsf13,14
287441,Zbtb4,10
287444,Eif5a,24
287446,Elp5,5
287447,Ctdnep1,3
287450,Slc16a11,2
287451,Slc16a13,2
287452,Bacc1,35
287454,Alox12,16
287456,Med11,32
287462,Camta2,2
287463,Rpain,31
287464,Dhx33,1
287467,Pitpnm3,3
287469,Foxn1,12
287472,Tlcd1,1
287473,Nek8,66
287474,Txndc17,2
287475,Med31,43
287477,Emc6,9
287478,Ctns,3
287484,Or1e16,19
287514,Or1a1b,9
287517,Or1d2,1
287521,Mnt,6
287522,Smg6,9
287524,Rpa1,140
287526,Serpinf1,136
287527,Serpinf2,28
287530,Prpf8,160
287531,Rilp,17
287532,Slc43a2,3
287533,Inpp5k,9
287534,Rflnb,2
287535,Vps53,38
287537,Abr,3
287541,Ift20,98
287543,Tnfaip1,17
287544,Poldip2,36
287545,Sarm1,4
287552,Blmh,245
287554,Tefm,1
287561,Ccl7,47
287562,Ccl12,42
287570,Gas2l2,3
287571,Taf15,117
287585,Ppm1d,65
287592,Tubd1,5
287593,Ptrh2,7
287596,Smg8,2
287598,Ska2,2
287603,Tex14,57
287606,Septin4,21
287607,Mtmr4,11
287608,Supt4h1,36
287609,Tspoap1,7
287610,Lpo,4
287612,Mks1,34
287622,Tom1l1,9
287624,Kif2b,4
287631,Wfikkn2,5
287633,Lrrc59,29
287634,Eme1,5
287635,Mrpl27,51
287638,Dlx3,64
287642,Slc35b1,17
287643,Spop,32
287644,Phospho1,1
287645,Snf8,81
287646,Ttll6,16
287647,Hoxb9,21
287653,Lrrc46,67
287656,Mrpl45,57
287657,Gpr179,3
287659,Socs7,15
287661,Cisd3,7
287662,Pcgf2,28
287670,Psmd3,104
287673,Ccr7,42
287675,Krt24,46
287678,Krt23,46
287679,Krt40,46
287697,Krt35,110
287698,Krt36,46
287699,Krt13,53
287700,Krt15,53
287701,Krt14,128
287702,Krt17,68
287703,Eif1,33
287709,Rab5c,117
287710,Cavin1,26
287711,Coasy,3
287715,Wnk4,20
287716,Psme3,207
287721,Vat1,1
287727,Dhx8,95
287730,Pyy,18
287734,Atxn7l3,28
287739,Eftud2,98
287745,Plcd3,1
287746,Fmnl1,28
287747,Spata32,3
287751,Lyzl6,2
287753,Sppl2c,6
287765,Ddx5,183
287772,Psmd12,136
287774,Apoh,137
287776,Cep112,4
287805,Gprc5c,134
287813,Igsf7,2
287818,Cd300lf,3
287819,Ush1g,33
287820,Otop2,2
287821,Otop3,2
287822,Hid1,15
287828,Jpt1,1
287830,Nup85,14
287834,Recql5,7
287835,Galk1,11
287836,Fbf1,14
287845,Dnah17,10
287847,Rbfox3,60
287867,Ccdc40,11
287871,Rptor,45
287873,Chmp6,22
287876,Actg1,472
287877,Pycr1,4
287881,Ppp1r27,53
287884,Sectm1b,76
287899,Adamts2,2
287910,Ccl6,21
287918,Mettl23,26
287920,St6galnac1,11
287924,Yars2,1
287925,Pkp2,33
287927,Ube2v2,23
287930,Top3b,2
287931,Ppm1f,15
287936,Ccdc116,11
287940,Hic2,1
287942,Crkl,63
287944,Thap7,9
287954,Dgcr8,22
287961,Cdc45,11
287962,Mrpl40,60
287970,Or2l13c,4
287979,Parl,10
287984,Psmd2,147
287986,Eif4g1,34
287988,Polr2h-ps1,1
287989,Ephb3,12
287990,Vps8,6
288001,Kng1,12
288003,Rfc4,30
288006,Rtp1,2
288010,Lpp,91
288016,P3h2,1
288022,Ccdc50,5
288025,Plaat1,2
288029,Lsg1,3
288038,Meltf,2
288041,Pigx,1
288042,Fbxo45,1
288045,Zdhhc19,19
288051,Umps,8
288053,Ropn1,40
288054,Ccdc14,51
288057,Mylk,57
288064,Kpna1,33
288067,Csta,13
288075,Stfa3,1
288077,Hcls1,9
288079,Polq,1
288080,Stxbp5l,4
288088,Ndufb4,119
288091,Poglut1,24
288092,Tmem39a,1
288093,Arhgap31,3
288105,Zbtb20,1
288108,Naa50,4
288109,Sidt1,1
288117,Slc9c1,3
288118,Tmprss7,5
288124,Nectin3,29
288135,Retnlg,1
288150,Mtx2,22
288151,Hoxd1,1
288152,Hoxd3,11
288153,Hoxd4,60
288154,Hoxd13,20
288155,Evx2,1
288161,B3galt5,45
288165,Pcnp,1
288181,Gpr15,3
288182,Cldnd1,47
288204,Crybg3,7
288227,Bace2,62
288233,Get1,4
288236,Psmg1,23
288238,Pigp,32
288239,Ripply3,2
288240,Hlcs,47
288242,Chaf1b,76
288244,Ifitm3-ps2,4
288256,Cryzl1,45
288257,Donson,57
288259,Gart,8
288264,Ifnar1,35
288269,Cfap298,46
288271,Mrap,31
288272,Mis18a,69
288275,Hunk,1
288280,Ncam2,6
288289,Chodl,3
288305,Cct8,300
288306,Usp16,31
288309,N6amt1,5
288321,Rbm11,7
288322,Lipi,1
288333,Gbe1,15
288353,Cggbp1,21
288358,Tssk1b,6
288364,Qtrt2,1
288369,Pex11g,3
288371,Mcoln1,99
288375,Cd209a,2
288378,Clec4m,15
288414,Rfc3,27
288416,N4bp2l2,2
288444,Hsph1,122
288447,Uspl1,51
288449,Katnal1,4
288455,Pomp,1
288457,Gsx1,3
288471,Trrap,74
288475,Nptx2,3
288479,Pms2,38
288480,Aimp2,16
288482,Usp42,14
288484,Grid2ip,1
288498,Wipi2,23
288499,Slc29a4,5
288504,Snx8,3
288512,Elfn1,53
288514,Ints1,15
288515,Micall2,74
288516,Eif3b,178
288518,Get4,36
288529,Gjc3,12
288532,Mcm7,71
288533,Taf6,53
288557,Mospd3,1
288562,Tfr2,9
288563,Actl6b,36
288564,Pop7,9
288583,Plod3,11
288584,Fis1,121
288585,Ift22,16
288587,Alkbh4,6
288588,Polr2j,31
288591,Tmem120a,1
288593,Ccl24,18
288596,Trim50,16
288597,Fkbp6,1
288599,Eif4h,5
288602,Ervfrd-1,2
288606,Gtf2ird2,2
288615,Sbds,3
288617,Tpst1,12
288620,Cct6a,276
288621,Mrps17,16
288626,Mmp17,6
288647,Dhx37,5
288651,Gtf2h3,31
288652,Rilpl2,101
288654,Mphosph9,7
288657,Ogfod2,1
288659,Vps37b,14
288661,Zcchc8,82
288663,Atxn2,5
288664,Pheta1,2
288665,Cux2,10
288666,Vps29,25
288669,Arpc3,15
288671,Anapc5,14
288683,Rita1,1
288689,Tesc,3
288691,Ksr2,5
288692,Wsb2,68
288700,Rab35,75
288701,Srsf9,136
288702,Unc119b,4
288707,Gltp,4
288710,Rnf10,9
288718,Tfip11,81
288719,Tpst2,3
288731,Pgam5,42
288734,Chfr,26
288736,Foxn4,3
288740,Iscu,34
288743,Sgsm1,2
288750,Tmem132d,53
288752,B3gnt4,2
288753,Diablo,29
288762,Mtm1,6
288774,Stat2,20
288778,Pa2g4,10
288779,Rab5b,127
288783,Ormdl2,5
288785,Bloc1s1,128
288821,Neurod4,5
288905,Il27ra,9
288906,Rfx1,1
288908,Cc2d1a,80
288909,Nanos3,17
288912,Mri1,98
288916,Gadd45gip1,22
288917,Farsa,1
288919,Get3,6
288921,Fbxw9,80
288923,Dhps,4
288924,Wdr83,84
288979,C1ql2,8
288985,Insig2,19
288995,Gpr39,7
289014,Mapkapk2,105
289019,Cdk18,92
289021,Pik3c2b,4
289023,Kiss1,38
289026,Sox13,30
289032,Chit1,19
289036,Adipor1,27
289051,Dennd1b,36
289054,Aspm,11
289055,F13b,4
289057,Cfhr1,5
289076,Rgs18,2
289083,Tsen15,5
289085,Edem3,2
289089,Ivns1abp,1
289094,Hmcn1,2
289095,Nmnat2,14
289101,Shcbp1l,1
289104,Prg4,97
289143,Mrps14,14
289144,Cacybp,12
289168,Kifap3,11
289175,Slc19a2,4
289178,Dpt,133
289180,Gpr161,23
289181,Dcaf6,20
289185,Creg1,30
289197,Mgst3,4
289199,Lrrc52,4
289201,Lmx1a,7
289211,Fcgr2b,31
289217,Sdhc,15
289218,Ndufs2,54
289219,Ppox,10
289227,Ly9,1
289229,Vangl2,84
289231,Ncstn,56
289233,Pex19,61
289237,Slamf8,1
289245,Ifi214,2
289257,Spta1,29
289264,Grem2,3
289269,Becn2,2
289276,Adss2,2
289277,Desi2,2
289287,Gpr137b,2
289307,Tfb2m,30
289311,Mixl1,9
289312,Acbd3,14
289315,Sde2,10
289316,Lefty2,3
289318,Tmem63a,4
289323,Nvl,7
289337,Tlr5,67
289338,Disp1,27
289342,Rps6kc1,6
289344,Hhat,68
289350,Rab3gap2,28
289352,Eprs1,31
289353,Slc30a10,2
289357,Lyplal1,4
289362,Gpatch2,53
289369,Ush2a,40
289372,Smyd2,70
289380,Nenf,11
289382,Ints7,19
289388,G0s2,4
289392,Plxna2,4
289395,Cr2,107
289397,Kif21b,1
289399,Inava,2
289400,Camsap2,4
289407,Atp6v1g3,7
289419,Nuak2,10
289437,Glmn,5
289443,Lrrc8c,5
289456,Hsd17b11,18
289457,Klhl8,1
289468,Abraxas1,7
289469,Mrps18c,17
289486,Fras1,76
289504,Sdad1,1
289508,Rchy1,16
289515,Epgn,8
289521,Ankrd17,1
289526,Vcsa2,1
289533,Ugt2a3,1
289560,Igfbp7,157
289561,Polr2b,64
289565,Arl9,3
289582,Fip1l1,91
