geneID,symbol,degree
499660,Sprr1a,15
499668,Lingo4,47
499669,Celf3,20
499675,H2ac20,18
499688,Gstm6,1
499689,Gstm4,4
499690,Tmem167b,2
499702,Synpo2,5
499709,Gar1,92
499716,Dnajb14,1
499723,Col24a1,78
499725,Rpf1,3
499744,Il36g,17
499745,Nrarp,9
499748,Rnf208,7
499749,Tprn,4
499751,Man1b1,55
499762,Med22,11
499766,Ttf1,4
499768,Tbc1d13,39
499770,Spout1,15
499779,Swi5,5
499781,Cfap157,1
499782,Rpl12,83
499789,Klf5-ps2,2
499797,Fmnl2,32
499798,Arl6ip6,5
499800,Ly75,9
499801,Ifih1,25
499807,Dcaf17,20
499814,Ift70b,9
499839,C3h11orf96,4
499846,Tcp11l1,52
499847,Prrg4,12
499866,Fam98b,7
499870,Rad51,86
499871,Zfyve19,2
499872,Dppa3-ps1,2
499873,Oip5,4
499874,Mga,27
499877,Ubr1,40
499878,Mfap1a,32
499879,Duoxa2,3
499883,Gabpb1,6
499893,Ap5s1,4
499903,Napb,12
499913,Abhd12,32
499914,Gins1,24
499918,Rspo4,5
499922,Dnmt3b-ps1,7
499924,Bpifb3,15
499925,Bpifb4,15
499926,Bpifb1,11
499929,Tgif2,8
499933,Dsn1,3
499935,Tti1,15
499941,Dbndd2,1
499947,Cbln4,5
499951,Gata5,18
499964,En2,3
499966,Xrcc2,21
499967,Cct8l2,69
499973,Atg9b,21
499974,Nup42,13
499975,Hycc1,1
499980,Ccdc146,6
499985,Cd36l1,10
499991,Steap4,3
500000,Cldn12,25
500005,Gatad1,8
500006,Pex1,157
500011,Samd9,78
500017,Asb4,6
500023,Dlx6,6
500036,Ppp1r3a,6
500037,Foxp2,29
500040,Tes,6
500047,Wnt16,21
500048,Fezf1,2
500052,Hyal5,2
500054,Pot1,88
500065,Tspan33,10
500066,Strip2,27
500069,Cep41,10
500076,Agbl3,4
500079,Stra8,13
500084,Trim24,58
500086,Ift56,21
500089,Tas2r137,14
500091,Tas2r138,17
500101,Tas2r144,14
500105,Cntnap2,24
500112,Gimap8,5
500113,Gimap7,6
500116,Tra2a,2
500120,Stk31,3
500124,Spmip4,6
500126,Hoxa7,70
500128,Hoxa11-as,7
500129,Hoxa13,42
500131,Creb5,3
500133,Nod1,16
500137,Neurod6,2
500156,Atoh1,21
500157,Qrfprl,1
500180,Igkvl16,2
500183,Igkc,74
500197,Spmip9,1
500200,Atoh8,1
500219,Lrrtm4,72
500221,Eva1a,1
500225,Ino80b,30
500226,Wdr54,3
500235,Emx1,29
500237,Nat8f2,3
500239,Figla,1
500242,Pcbp1,28
500244,Aak1,18
500245,Bmp10,29
500246,Arhgap25,3
500247,Aplf,45
500249,Rab43,111
500253,Dnajb8,20
500254,Tcp1-ps1,69
500255,Eefsec,2
500261,Magi1,37
500262,Kbtbd8,3
500267,Lmod3,4
500280,Lrrn1,57
500281,Setmar,2
500282,Arl8b,16
500287,Srgap3,2
500292,Cidec,3
500301,Akr1b1-ps2,3
500305,Dcp1b,14
500308,Cecr2,10
500311,Gdf3,23
500312,Vom2r50,6
500318,Cd27,33
500319,Tuba3a,7
500323,Parp11,22
500324,Cracr2a,3
500335,Clec2m,8
500336,Clec1b,9
500337,Clec1a,8
500338,Klrc3,9
500348,Bcl2l14,1
500363,Tuba3b,7
500364,Sspn,11
500366,Rep15,2
500367,Klhl42,2
500368,Far2,1
500372,Hspa9-ps2,1
500374,LOC500374,1
500377,Tuba8,7
500384,Tmem70,1
500392,Mcmdc2,8
500394,Sntg1,1
500409,Esrp1,2
500418,Cngb3,6
500430,Ankrd6,1
500432,Spaca1,1
500442,Dnai1,78
500449,Sit1,9
500450,Tpm2,123
500453,Pax5,50
500464,Epb41l4b,6
500474,Rnf183,2
500479,Dppa3-ps2,2
500485,Cer1,26
500501,Caap1,3
500526,Mknk1,19
500527,Lurap1,3
500528,Ccdc17,70
500532,Rnf220,1
500534,Ccdc24,51
500538,Ybx1,232
500545,Cdca8,27
500557,Nkain1,6
500558,Gmeb1,1
500561,Themis2,5
500562,Lin28a,25
500564,Ldlrap1,10
500566,Stpg1,2
500569,Kdm1a,107
500571,Kif17,24
500572,Otud3,18
500574,Pax7,39
500587,Fbxo44,83
500590,Tnfrsf9,18
500592,Tnfrsf25,1
500598,Tnfrsf18,29
500616,Socs5,12
500625,Atad2b,6
500629,Rdh14,42
500633,Greb1,54
500636,Rnf144a,23
500637,Dcdc2c,7
500651,Sptssa,8
500659,Fscb,2
500666,Dact1,22
500679,Rad51b,15
500689,Ttc9,14
500690,Map3k9,18
500694,Isca2,25
500695,Snw1,134
500700,Cep128,7
500705,Efcab11,6
500707,Tc2n,9
500709,Itpk1,3
500711,Ppp4r4,51
500714,Rpl6-ps1,4
500715,Ccnk,18
500717,Meg3,15
500736,Ighvhpc7183-29,4
500761,Apof,1
500790,Cactin,85
500793,Btbd2,3
500797,Misp,9
500818,Rfx4,1
500820,Slc5a8,3
500823,Ccdc38,6
500826,Galnt4,4
500832,Bbs10,79
500836,Il22,10
500837,Helb,31
500843,Kics2,11
500847,Dtx3,2
500853,Rgs22,2
500855,Zfp706,1
500863,Rspo2,18
500865,Sybu,15
500870,Mtbp,2
500873,Fam83a,3
500874,Tmem65,3
500892,Cyp11b1,32
500901,Arhgap39,2
500902,Apol7b-ps1,76
500904,Ncf4,5
500906,Cyth4,7
500907,Rps19bp1,27
500910,Tnfrsf13c,14
500915,Tafa5,4
500918,Aph1a-ps1,1
500928,H1f7,15
500929,Tuba1b,167
500935,Krt6a-ps2,46
500943,Arhgap42,1
500945,C8h11orf97,10
500954,Ubl5,67
500956,Shfl,5
500965,Ldhal1,4
500972,Stt3a,7
500973,Slc37a2,3
500980,Tmem225,53
500982,Bsx,4
500985,Cbl,151
500986,Nherf4,2
500987,H2ax,164
500988,Ddx6,31
500989,Zpr1,3
501005,Cplx3,3
501007,Insyn1,5
501010,Spesp1,1
501023,Gfral,2
501033,Minar1,1
501039,Slc25a36,1
501043,Il20rb,4
501046,Bfsp2,1
501047,Col6a5,6
501048,Poc1a,1
501049,Gpr62,94
501052,Tusc2,1
501059,Kif9,2
501060,Prss44,1
501069,Golga4,62
501070,Dlec1,1
501072,Acaa1b,3
501083,Pdcd6ip,107
501088,Tbc1d5,60
501095,Rftn1,36
501096,Treml1,1
501097,Mdfi,125
501099,Srf,82
501101,Lrrc73,34
501103,Slc35b2,77
501106,Adgrf4,1
501110,Gsta6,46
501121,Cfc1,75
501135,Hspd1-ps13,69
501143,Boll,1
501145,Satb2,19
501157,Rpe,103
501158,Spag16,9
501160,Vwc2l,27
501162,Mreg,17
501164,Cdk5r2,4
501177,Gpr55,2
501180,Tex44,1
501181,Efhd1,5
501194,Ppip5k2,69
501195,Macir,4
501203,Myl12a,46
501231,Vwc2,98
501232,Cesl1,2
501282,Mydgf,4
501283,Plin5,7
501285,Yju2,9
501403,Cbx4,55
501454,Oaz2,14
501502,Sh2d1a,4
501503,LOC501503,2
501506,Zbtb33,12
501515,Tut7,13
501546,Huwe1,187
501550,Trappc2,16
501552,Fancb,13
501560,Rps6ka3,18
501563,Prkx,2
501576,Chchd4l1,2
501584,Amer1,3
501588,Tex11,11
501621,Nxf7,65
501624,Bex4,3
501625,Bex1,19
501630,Pwwp3b,2
501653,Suv39h1-ps1,116
501661,F8a1,2
501664,Fam3a,2
501665,Slc10a3,9
501675,Tmem114,3
501679,Prss29-ps1,1
501688,Lsm11,20
501699,Myo15a,18
501706,Mis12,7
501712,Slfn3,4
501736,Cd300a,3
501738,Cd300lb,1
501747,Qrich2,68
501779,Cd200r1l,1
501841,Coro1c,28
501854,Rab7b,48
501869,Sh2d1b,1
501910,Ipo7-ps2,1
501923,Smim20,19
501925,Slc2a9,10
501926,Zmat5,24
501996,Il25,18
501998,Cbln3,3
502017,Dpm3,2
502020,Lrch1,1
502083,Cldn24,3
502086,Cfap96,6
502091,Rnf122,5
502097,Dkk4,7
502122,Prl2c1,18
502125,Hist1h2ah,21
502129,hist1h2ail2,18
502143,Idi2,1
502227,Gtf2h5,29
502228,Tmem181,1
502317,Aplp1,24
502320,Faap24,10
502338,Mrgprb2,15
502348,Stard5,3
502359,Hbe2,5
502367,Bola2,4
502372,Syce1,20
502374,Polr2l,20
502389,Npm3,4
502412,C20h6orf15,73
502414,Tbc1d22b,40
502503,Serf1,6
502525,Dnajc19,19
502531,Eif2a,25
502541,Loricrin,23
502570,Spopfm2l1,3
502576,Tdpoz2l1,2
502585,Cd160,4
502603,Srsf11,50
502632,Mettl5,2
502633,Mettl8,3
502640,Cerkl,1
502642,Selenoh,13
502663,Serf2,1
502674,Dstn,63
502689,Tldc2,4
502694,Dok5,4
502710,Kmt2c,69
502733,Ankrd7,51
502743,Hmgb1-ps5,3
502749,Agk,19
502750,Wee2,4
502757,Tas2r135,14
502759,Nobox,5
502776,Scrn1,23
502782,Pyurf,2
502857,Noto,2
502858,Gp9,10
502872,Jagn1,1
502875,H1f8,2
502886,Foxj2,15
502894,Tigar,2
502900,Clec12b,11
502901,Clec9a,8
502902,Clec7a,18
502913,Hist2h4a,42
502916,Rerg,1
502935,Eya1,45
502946,Arid3c,2
502970,Angptl3,9
502988,Sesn2,16
503000,Ctnnbip1,14
503018,Wdr35,10
503052,Vash1,8
503065,LOC503065,4
503214,Rbpms2,37
503269,Rab17,77
503446,Asb12,2
503650,Klri2,2
503651,Klri1,2
503662,Ly49s5,1
50522,Ubc,332
50545,Dpf1,32
50549,Cyp4a1,25
50551,Txnrd2,17
50552,Zfp292,1
50554,Smad4,279
50555,Ugt8,36
50556,Exoc6,3
50557,Pten,289
50558,Npepps,117
50559,Acot1,8
50560,Ip6k1,4
50563,Gja5,41
50564,Gjd2,16
50565,Hspb7,8
50566,Grem1,24
50567,Slc3a2,83
50568,Cspg5,4
50572,Slco1a1,35
50577,Galr1,18
50585,Bpifa2,15
50592,Gria1,273
50594,Nbl1,13
50599,Kcnj3,23
50621,Slc23a1,10
50622,Slc23a2,5
50645,Rab27a,87
50646,Ptk2b,73
50654,Ctss,53
50655,Aco1,33
50658,Mapk9,163
50659,Nr2c2,4
50662,Runx1,75
50663,Calm2,151
50664,Gnao1,71
50665,Tmsb10,31
50669,Prf1,14
50671,Fasn,297
50672,Ednrb,112
50676,Slc6a12,8
50677,Ptpro,19
50678,Pde3a,51
50681,Acox1,119
50682,Lipf,3
50683,Sftpc,109
50685,Myl12b,100
50686,Gsk3a,108
50687,L1cam,201
50688,Cacnb1,57
50689,Mapk3,535
50690,Slc6a8,35
50692,Plaur,38
50718,Rps28-ps1,10
50719,Slc7a5,30
50864,Ntm,7
50866,Rab4b,22
50871,Hpcal1,9
50872,Hpcal4,7
50938,Cdon,33
50993,Rab10,151
50998,Coil,29
53372,Nup54,15
53949,Chrm5,4
53950,Prl3d1l1,12
53982,Zfp260,1
54133,Pdlim1,11
541457,Dbx2,3
541589,Kyat3,11
54190,Rabep1,21
54223,Adcy4,16
54225,Apob,139
54226,App,445
54227,Arpc1b,15
54230,Btg3,2
54231,Car2,29
54232,Car3,14
54233,Car5a,3
54234,Cacna1e,19
54235,Calm2-ps1,3
54236,Cd5,29
54237,Cdk1,203
54238,Cdkn2c,17
54239,Chrnb2,53
54240,Chrnd,24
54241,Cltc,486
54242,Cpa3,103
54243,Cr1l,101
54244,Crebbp,294
54245,Crk,81
54248,Dgkb,10
54249,Cfd,13
54250,Fgf2,206
54251,Flt1,165
54252,Mid1,21
54253,G8,1
54254,Gata4,155
54256,Gja6,4
54257,Grik2,66
54258,Cxcr1,5
54259,Inpp5d,12
54260,Itpkb,4
54261,Kcnn1,95
54262,Kcnn2,18
54263,Kcnn3,79
54264,Mafb,21
54265,Llgl1,28
54266,Madcam1,13
54267,Maf,54
54268,Mapk4,2
54269,Mcpt10,13
54270,Mcpt4,10
54271,Tpsab1,142
54272,Mcpt9,10
54276,Neurod2,14
54278,Nr4a2,48
54281,Furin,57
54282,Padi1,3
54283,Pfkfb4,4
54284,Pitx2,50
54286,Prkg1,41
54287,Eif2ak2,66
54289,Rgs1,7
54290,Rgs10,14
54291,Rgs11,28
54292,Rgs12,17
54293,Rgs3,37
54294,Rgs5,26
54295,Rgs6,18
54296,Rgs7,36
54297,Rgs8,15
54299,Ncor1,104
54300,Slc12a3,44
54301,Slc14a1,4
54302,Slc14a2,28
54303,Bpifa2f,14
54304,Ssbp1,29
54305,Sstr2,28
54308,Slk,14
54309,Syt5,22
54311,Timm17a,42
54312,Timm23,34
54314,Tpo,13
54315,Ucp2,77
54318,Eif2s1,210
54319,Ezr,255
54320,Pdpn,12
54321,Cnn3,42
54322,Cox6c,99
54323,Arc,79
54348,Stk39,51
54349,Aox1,3
54350,Scfd1,43
54355,Rassf5,8
54398,Ppt2,2
54400,Bet1l,10
54404,Itih4,3
54410,Enpp3,3
54702,Egln3,18
54705,Pdp1,12
548104,Pcdhb17,76
548105,Pcdhb18,76
548106,Pcdhb19,76
548326,Fcmr,2
553106,Ncald,8
553129,Pcdhga1,71
554172,Pxdn,3
554302,Tas2r108,24
554353,Gpr34,10
55939,Apom,11
56003,Septin3,8
56010,Ywhag,29
56011,Ywhab,162
56029,Srcin1,79
56042,Uso1,147
56064,Nptn,82
56081,Scaf1,17
56082,Gorasp1,101
56083,Tgm2,26
56084,Hgs,58
56227,Espn,69
56266,Cyp4f1,5
56281,Mrpl37,52
56611,Anxa2,377
56646,Lgals1,245
56718,Mtor,297
56725,Cript,10
56759,Rnase4,16
56761,Notch3,152
56765,Plvap,65
56766,Leprot,70
56768,Pclo,134
56769,Ndufaf3,1
56777,Adam1a,5
56778,Ly6c,1
56780,Acp3,3
56781,Myl1,82
56782,Srgn,2
56785,Ralgapa1,3
56806,Adam2,50
56813,Pth1r,66
56814,Slc24a1,7
56815,Cd3e-ps1,1
56816,Prkn,141
56817,Kcnip2,30
56819,Extl3,5
56820,Ramp3,20
56821,Or1n1,2
56822,Cd86,106
56823,Haao,9
56824,Ifit1,15
56825,Cym,1
56826,Adap2,1
56827,Cacna1i,14
57021,Adam3a,16
57022,Adam4,5
57025,Adam15,22
57027,Adam17,114
57029,Adam18,5
57033,Adam22,7
57233,Isl2,13
57298,Gstm3,21
57300,Aadac,1
57301,Ccr1,56
57302,Cnr2,29
57305,Uts2r,5
57341,Parva,23
57395,Cltrn,4
574523,Ugt1a5,68
574531,Lair1,2
57809,Rpl35a,56
58808,Mpp4,6
58812,Apln,29
58813,Nt5e,111
58814,Tmod2,35
58815,Glrx3,10
58817,Sec23a,64
58819,Txnrd1,73
58820,Zfp148,48
58821,Zranb2,38
58822,Csnk1e,39
58823,Nckap1,22
58826,Prg2,3
58827,Mest,5
58834,Dlc1,100
58835,Phgdh,17
58838,Sh2b3,11
58840,Mapk6,11
58842,Preb,12
58844,Grb14,32
58845,Igbp1,9
58850,Nr0b1,85
58851,Nr1h2,35
58852,Nr1h3,80
58853,Nr4a3,52
58854,Psmb4,40
58857,Vapa,265
58868,Fzd1,44
58917,Hpx,3
58918,Casp9,128
58919,Ccnd1,245
58920,Gpc1,163
58921,Foxm1,22
58923,Mefv,20
58924,Fut2,2
58927,Rpl36,137
58934,Pdcd2,61
58935,Gas6,11
58936,Plk3,25
58937,Prl3c1,3
58940,H2az1,67
58942,Cacnb4,17
58945,Dynll1,137
58946,Robo1,79
58947,Hgfac,1
58948,Dlg3,154
58949,Ptafr,9
58950,Fkbp1b,14
58952,Cpq,115
58954,Klf6,66
58958,Nup210,3
58959,Crhr1,62
58960,Map2k2,108
58961,Azin1,8
58962,Hpgds,10
58963,Htr3b,2
58964,Nme6,4
58965,Ramp1,16
58966,Ramp2,22
58967,Sfmbt1,68
58968,Acan,179
58970,Degs1,1
58971,Fxyd1,14
58974,Gabarap,47
58975,Klrg1,7
58976,Slc30a1,15
58977,Ppp1r1a,1
58978,Slco1b2,80
58979,Gng7,4
58981,Kcnab3,4
58982,Ncan,15
58983,Rabggta,35
59073,Lxn,1
59074,Stx8,47
59075,Grk5,35
59076,Grk6,43
59077,Grk4,15
59085,Asl,142
59086,Tgfb1,667
59087,Nxf1,35
59088,Prl8a4,2
59101,P3h4,2
59102,Rpa2,93
59103,Ptges,20
59106,Ltbp2,197
59107,Ltbp1,161
59108,Mb,47
59109,Ntrk1,274
59112,Hand1,16
59113,Kmo,11
59114,Nherf1,179
59117,Ago2,180
59264,Ltb4r,5
59265,Phlpp1,15
59266,Hcn4,13
59267,Syt7,64
59268,Ip6k2,4
59293,Rgs19,8
59294,Pold1,77
59295,Nucb2,55
59296,Dnase2b,2
59299,Trdn,11
59300,Nat8f1,66
59301,Ghrl,91
59302,Bmp15,8
59303,Tmem33,18
59304,Gdf9,11
59312,Shank3,69
59313,Psgb1,1
59314,Camk2n2,2
59315,Nxph3,5
59316,Nxph4,5
59317,Epb41l1,166
59318,Negr1,3
59319,Ambra1,32
59320,Adcy10,24
59322,Cnksr2,59
59323,Erbb4,129
59324,Kcnk1,8
59325,Ereg,11
59326,Rapgef3,64
59327,Twist2,16
59328,Smad5,70
59329,Sik1,62
595134,Akirin1,2
60323,Arhgef1,6
60324,Synpo,9
60325,Serpinb2,11
60327,F13a1,6
60328,Mark2,94
60329,Neurog3,27
60331,Atxn3,36
60332,Akap14,21
60334,Ensa,3
60335,Tgm1,67
60336,Arpp19,71
60337,Npff,6
60338,Fxyd5,7
60341,Camkk1,44
60349,Nr5a2,87
60350,Cd14,42
60351,Nr1h4,82
60352,Mapk12,22
60353,Acrv1,3
60355,Nsf,65
60356,Csad,4
60357,Prom1,93
60371,Birc2,197
60372,Pga3,1
60373,Nop58,18
60374,Lmna,272
60376,Plrg1,85
60377,Lin7b,22
60378,Lypd3,1
60379,Col5a3,94
60381,Tsn,36
60382,Arfip1,32
60383,Rbck1,106
60384,Copb2,112
60391,Nrxn1,94
60394,Olig1,4
60395,Trpc3,39
60398,Fhit,182
60399,S1pr5,3
60414,Rhd,3
60416,Pfkp,61
60417,Ecel1,4
60418,Gde1,2
60421,Prmt1,84
60422,Slc18a3,36
60423,Slc28a2,5
60427,Kitlg,72
60430,Mcl1,55
60431,Vapb,65
60432,Glp2r,11
60433,Rfng,25
60434,Bcl2l2,39
60442,Lin7c,39
60443,Epn2,31
60444,Kcnt1,4
60445,Tsc1,53
60446,Crx,62
60447,Clock,73
60448,Htr1f,3
60449,Gnb3,36
60450,Matk,42
60460,Hspa2,66
60462,Batf3,8
60463,Ccr2,41
60464,Fgf16,5
60465,Cttn,75
60466,Stx7,97
60562,Stx6,133
60563,Hr,10
60564,Syt9,18
60565,Syt6,14
60566,Syt8,13
60567,Syt10,8
60568,Syt11,44
60570,Npvf,6
60571,Mybbp1a,90
60575,Napsa,3
60577,Slc15a2,15
60580,Hint1-ps1,9
60581,Acaca,134
60582,Il1rn,35
60583,Ivl,12
60584,Lif,55
60587,Dusp4,16
60589,Epha8,10
60590,Grm8,24
60627,Exoc5,16
60628,Cxcr4,249
60629,Unc5a,6
606294,Kifbp,40
60630,Unc5b,14
60660,Ppp2r2b,16
60661,Max,67
60662,Fgf5,31
60663,Insrr,97
60664,Pik3r3,40
60665,Cxcl6,35
60666,Gpd1,19
60667,Gpr20,94
60668,Amph,119
60669,Cmklr1,9
60670,Fut4,9
613221,Defa31,151
613223,Defa6,2
613226,Slc6a17,35
619346,Surf4,20
619374,Jam2,3
619382,Acap2,13
619385,Ncoa4,35
619393,Dnajc12,1
619436,Med24,62
619549,Plpp6,1
619558,Retreg1,2
619560,Rup2,3
619561,Acsf2,26
619566,Cdca7l,1
619574,Cybc1,2
619575,Sohlh2,2
619577,Rnf14,2
619579,Nrbp1,4
619580,Ctps2,147
63834,Capn10,3
63835,Ctla4,41
63836,Actn4,254
63837,Tagln3,6
63839,Fhl2,21
63840,Per2,120
63843,P2ry4,20
63847,Fxyd6,20
63848,Fxyd7,9
63849,Mmp8,79
63850,Prlh,10
63851,Fgf14,11
63852,Pter,33
63864,Hsd17b10,51
63865,Lgmn,7
63867,Ugt2a1,1
63868,Hspd1,293
63878,Stc2,23
63879,Xiap,225
63880,Dnajc3,63
63881,Rapgef1,51
63882,Asic4,3
63883,Kcne3,6
63885,Pde10a,54
63886,Abcb9,3
63887,Nmu,6
63888,A4galt,1
63889,Ptgdr,13
63912,Niban1,2
63994,Arhgap17,25
63995,Dusp10,44
63996,Smc1a,48
63997,Slc29a1,9
64001,Cyb5a,88
64012,Rad50,130
64013,Pdcl,5
64014,Dusp12,13
64015,Khdrbs3,17
64016,Qtrt1,1
64017,Enpep,26
64019,Pag1,2
64020,Gpr85,2
64021,Gpr173,4
64022,Btc,14
64023,Masp1,8
64025,Cd244l1,17
64026,Casp7,44
64027,Bspry,1
64028,Tsnax,8
64030,Kit,146
64031,Pdcd4,30
64032,Ccn2,86
64033,Ccnd2,50
64035,Pygl,20
64036,Cd55,40
64037,Slc22a4,14
64039,Fbxl20,80
64040,Aldh9a1,2
64041,Birc5,70
64042,Nmur2,3
64043,Gcnt1,7
64044,Casp8,227
64045,Glrx,73
64046,Mre11,150
64047,Lrat,54
64053,Dlg2,183
64055,Guca2b,24
64060,Vps33b,45
64076,Slc26a1,3
64086,Csnk1g1,19
64088,Snx16,1
64104,Tnmd,6
64107,Npffr1,26
64119,Kcnk12,1
64120,Kcnk13,2
641316,Aldh4a1,3
64133,Xylt1,21
64134,Xylt2,1
641386,Ap5z1,33
641434,Atp5pd,97
641452,Ube2d2,47
641519,Defb29,41
64152,Chp1,13
641520,Popdc3,3
641521,Lrrc4,11
641525,Pcdhgc5,80
641528,Dtnbp1,40
64154,Gosr2,10
64155,Scn7a,15
641555,Odam,9
64156,Uba52,177
64157,Ddah1,12
64158,Tuba1a,284
64159,Sptan1,378
64160,Basp1,140
64161,Pi4ka,26
641620,Defb51,41
641621,Defb23,41
641622,Defb16-ps,41
641623,Defb3,47
641624,Defb5,49
641626,Defb13,41
641627,Defb14,45
641628,Defb28,41
641629,Defb26,41
641630,Defb11,41
641631,Defb2,43
641632,Defb24,41
641633,Defb9,41
641634,Defb19,41
641635,Defb10,41
641636,Defb21,41
641637,Defb40,41
641639,Defb50,41
641640,Defb36,41
641641,Defb20,41
641642,Defb27,41
641643,Defb105b,41
641644,Defb25,42
641645,Defb15,43
641646,Defb39,41
641647,Defb33,41
641650,Defb41,41
641651,Defb43,44
641652,Defb44,41
641653,Defb49,41
641655,Defb18,41
641656,Defb30,41
641657,Defb42,41
641658,Defb17,41
641659,Or2t26,13
64169,Necab1,52
64171,Card9,26
64183,Pde4dip,12
64185,Cap1,4
64186,Ascl1,124
64187,Arl1,9
64188,Mafg,36
64189,Pafah1b2,16
64190,Fxyd4,9
64191,Dhcr7,23
64192,Qdpr,5
64193,Pttg1,16
64194,Insig1,21
64195,Clec10a,7
64196,Safb,76
64198,Pmpcb,9
64200,Hnrnpf,83
64201,Slc25a11,80
64202,Calr,299
64203,Bcat2,3
64204,Plec,212
64205,Rplp0,243
64206,Tdo2,18
64226,Mlst8,27
64298,Rpl31,104
64300,Mthfd1,24
64301,Smn1,158
64302,Rpl4,170
64303,Pfn1,18
64304,Acads,44
64305,Sult1b1,44
64306,Rpl27,99
64307,Rpl24,193
64310,Arf1,42
64312,Aplp2,12
64313,Oat,16
64314,Casp2,137
64315,Cd151,13
64316,Srpx,1
64317,Gpx3,49
64322,Dap,4
64345,Hif3a,23
64347,Sncg,11
64348,Cryba4,4
64349,Crybb3,4
64350,Itgad,26
64351,Ykt6,11
64352,Gstm5,184
64353,Pdlim5,85
64354,Htr6,29
64355,Lsr,82
64356,Nrgn,11
64357,Cd200r1,99
64358,Kcna6,7
64360,Mrpl23,51
64361,Prl7a3,18
64362,Des,49
64363,Araf,72
64365,Tcn2,1
64366,Calu,11
64367,Ppib,34
64368,Prl8a7,18
64369,Plpp1,11
64371,Prdx3,94
64372,Timm8b,115
64373,Rhob,24
64387,Ccdc80,74
64389,Defb4,50
64390,Prpsap1,100
64391,Dapk3,30
64392,Aldh1l1,80
64440,Syt4,106
64441,Hsf2,19
64442,St3gal2,3
64443,Gpr88,24
64444,Isl1,56
64445,St3gal3,3
64455,Rasd1,9
64456,Spon1,102
64457,Ndrg4,3
64458,Scrg1,7
64459,Masp2,10
64460,Pex14,105
64461,Decr2,76
64462,Csnk1d,59
64463,Surf1,2
64464,Timm10,16
64465,Cdc42,385
64466,Cited1,19
64467,Entpd2,9
64468,Hyal2,15
64469,Slc30a4,13
64470,Ddb1,143
64471,Plekhb1,2
64472,Naa35,2
64473,Bpnt1,1
64474,Hdlbp,69
64475,P4ha1,100
64476,Mfn2,67
64507,Fmod,137
64508,Adcy3,70
64510,Rbm10,47
64511,Fntb,27
64512,Fzd2,35
64513,Pawr,167
64514,Eif2b1,95
64515,Cdc20,23
64516,Vps45,49
64517,Thop1,21
64519,Entpd1,7
64520,Mta1,108
64521,Tspan2,12
64522,Slc5a2,19
64523,Tep1,8
64524,Tkt,148
64525,Eloc,30
64526,Ech1,42
64527,Pdap1,150
64528,Golga2,285
64529,Ctsb,94
64530,Cnbp,6
64531,Synj2bp,17
64532,Adcy5,38
64534,Pim3,4
64535,Fgfbp1,5
64536,Esm1,11
64537,Hpse,8
64538,Ilkap,9
64539,Ndufv3,125
64544,B3gat2,1
64545,Icos,32
64546,Il12b,107
64547,Bcl2l11,73
64549,Inhbc,4
64550,Top1,68
64551,Septin7,108
64553,Akap6,43
64554,Slc7a2,8
64555,Spef2,1
64556,Ncl-ps1,1
64557,Bard1,59
64558,Fzd4,49
64559,Slc22a23,6
64561,Phka1,9
64562,Prkab2,63
64563,Nphs1,57
64564,Bbox1,2
64565,Tmprss11d,4
64566,Wnt5a,111
64568,Galp,4
64569,Lst1,1
64570,Nat8,5
64571,Vax1,47
64572,Vax2,7
64573,Trpc2,9
64574,Chrna10,19
64576,Ptprv,14
64618,Zic1,12
64619,Zbtb18,10
64621,Akp3,1
64622,Adnp,5
64624,Cul5,21
64625,Bid,58
64626,Rem2,41
64627,Hist1h4b,64
64628,Hes3,8
64630,Snap23,92
64631,Ube2g1,42
64632,Exoc7,19
64633,Rab5a,412
64634,Sh3bp4,3
64635,Snd1,72
64636,Ntsr2,1
64637,Hand2,16
64638,Rpl28,116
64639,Bad,152
64640,Rpl30,141
64646,H2ac25,11
64647,Hist1h2bg,39
64664,Arl3,61
64665,Flot1,139
64666,Taok2,124
64667,Sgta,103
64668,Mbl2,17
64670,Gabarapl2,32
64672,Pln,133
64673,Pip,109
64677,Srd5a2,99
64678,Tfrc,267
64680,Crhr2,29
64681,Mvp,90
64701,Rpn2,75
64702,Trim17,10
64709,Nucks1,100
64803,P2ry12,48
64822,Fabp9,2
64823,Csnk1g3,11
64824,Nab1,4
64826,Foxq1,8
64827,Crisp3,1
64828,B4galnt1,10
64829,Unc13a,97
64830,Unc13b,15
64831,Ireb2,27
64832,Cplx1,55
64845,Gphn,126
64846,Slc13a3,4
64862,Map1lc3b,120
64865,Pcdh8,3
64896,Nolc1,84
65023,Kcnip1,20
65024,Chrna9,19
65025,Rims3,9
65026,Rwdd3,2
65027,Chd8,33
65028,Dnaja1,97
65029,Aoc1,30
65030,Ephx2,79
65031,Doc2a,4
65032,Htr7,15
65033,Stx12,65
65034,Pdzd2,6
65035,Nr1i3,20
65036,Bche,84
65037,Mertk,46
65038,Inppl1,7
65039,Lcn1,86
65040,Dlgap1,93
65042,Sfxn3,4
65043,Rpl14,80
65044,C1galt1,1
65045,Ppp1r10,33
65046,Ap2s1,57
65047,Slit1,15
65048,Fat2,24
65049,Megf6,7
65050,Barhl2,2
65051,Serpina5,32
65052,Pik3c3,98
65053,Rassf9,58
65054,Aqp9,21
65081,Vps33a,19
65096,Adgrl1,58
65129,Cldn1,61
65130,Cldn3,40
65131,Cldn5,68
65132,Cldn7,39
